loss_type,lr,threshold,reg,fold,frac,emb_size,NDCG@5,NDCG,RR,AP,RBP_80,RBP_90,RBP_95
rbp_80,3.0,0,0,0,1.0,32,0.8557,0.9316,0.9361,0.8361,0.7535,0.5931,0.4115
rbp_90,3.0,0,0,0,1.0,32,0.8557,0.9316,0.9361,0.836,0.7535,0.5931,0.4115
rbp_95,3.0,0,0,0,1.0,32,0.8557,0.9316,0.9361,0.836,0.7535,0.5931,0.4115
rbp_80,10.0,0,0,0,1.0,32,0.758,0.8894,0.8857,0.7567,0.6814,0.5501,0.3913
rbp_90,10.0,0,0,0,1.0,32,0.7579,0.8894,0.8854,0.7567,0.6814,0.5502,0.3913
rbp_95,10.0,0,0,0,1.0,32,0.7579,0.8894,0.8854,0.7567,0.6814,0.5502,0.3913
rr,0.01,0,0,0,1.0,32,0.5,0.7796,0.7001,0.5687,0.4868,0.4299,0.3313
rr,3.0,0,0,0,1.0,32,0.7085,0.8484,0.9162,0.6372,0.6052,0.4785,0.3467
rr,10.0,0,0,0,1.0,32,0.72,0.8523,0.9253,0.6411,0.6118,0.4814,0.3476
dcg,0.001,0,0,0,2.0,32,0.332,0.6772,0.5479999999999999,0.4018,0.3307,0.3115,0.2604
ndcg_5,0.001,0,0,0,2.0,32,0.3321,0.6772,0.5479,0.4018,0.3307,0.3115,0.2604
ndcg_5,0.01,0,0,0,2.0,32,0.4101,0.7098,0.6588,0.4346,0.3815,0.3373,0.2715
ndcg_5,0.1,0,0,0,2.0,32,0.8808,0.935,0.9648,0.8293,0.7617,0.5906,0.40700000000000003
ndcg_5,1.0,0,0,0,2.0,32,0.9133,0.951,0.9772,0.8667,0.7896,0.6099,0.4173
dcg,3.0,0,0,0,2.0,32,0.9131,0.9509,0.977,0.8665,0.7895,0.6098,0.4173
ndcg_5,3.0,0,0,0,2.0,32,0.9132,0.9507,0.9775,0.8654,0.7891,0.609,0.4165
dcg,10.0,0,0,0,2.0,32,0.9128,0.9509,0.976,0.8671,0.7898,0.6101,0.4175
ndcg_5,10.0,0,0,0,2.0,32,0.9138,0.9507,0.9767,0.8662,0.7895,0.6096,0.4171
ap,0.001,0,0,0,2.0,32,0.3478,0.6828,0.5668,0.408,0.3419,0.3185,0.2644
ap,3.0,0,0,0,2.0,32,0.9078,0.9490000000000001,0.9759,0.8624,0.7865,0.6081,0.4164
ap,10.0,0,0,0,2.0,32,0.909,0.9487,0.9741,0.8625,0.7867,0.6082,0.4164
rbp_80,0.001,0,0,0,2.0,32,0.8882,0.9398,0.9616,0.8469,0.7735,0.6016,0.4139
rbp_90,0.001,0,0,0,2.0,32,0.8882,0.9398,0.9616,0.8469,0.7735,0.6016,0.4139
rbp_95,0.001,0,0,0,2.0,32,0.8882,0.9398,0.9616,0.8469,0.7735,0.6016,0.4139
rbp_80,0.01,0,0,0,2.0,32,0.9139,0.9516,0.9772,0.8695,0.7912,0.6108,0.4172
rbp_90,0.01,0,0,0,2.0,32,0.9127,0.9514,0.9767,0.8692,0.7909,0.6108,0.4174
rbp_95,0.01,0,0,0,2.0,32,0.9107,0.9506,0.9762,0.868,0.7899,0.6106,0.4175
rbp_80,0.1,0,0,0,2.0,32,0.9178,0.9533,0.9791,0.8725,0.7935,0.6118,0.4177
rbp_90,0.1,0,0,0,2.0,32,0.9164,0.9529,0.9786,0.8722,0.7929999999999999,0.612,0.4181
rbp_95,0.1,0,0,0,2.0,32,0.9164,0.9529,0.9786,0.8722,0.7929999999999999,0.612,0.4181
rbp_80,1.0,0,0,0,2.0,32,0.7671,0.8907,0.8428,0.7706,0.6955,0.5607,0.3953
rbp_90,1.0,0,0,0,2.0,32,0.7671,0.8907,0.8428,0.7706,0.6955,0.5607,0.3953
rbp_95,1.0,0,0,0,2.0,32,0.7671,0.8907,0.8428,0.7706,0.6955,0.5607,0.3953
rbp_80,3.0,0,0,0,2.0,32,0.7707,0.8825,0.8807,0.7363,0.6807,0.5413,0.382
rbp_90,3.0,0,0,0,2.0,32,0.7707,0.8825,0.8807,0.7363,0.6807,0.5413,0.382
rbp_95,3.0,0,0,0,2.0,32,0.7707,0.8825,0.8807,0.7363,0.6807,0.5413,0.382
