NDCG@5,NDCG,AP,RR,RBP_80,RBP_90,RBP_95
0.7227,0.9188,0.7702,1.0,0.5922,0.3963,0.2397
1.0,0.9857,0.9434,1.0,0.931,0.7602,0.52
0.8688,0.9585,0.8678,1.0,0.8057,0.6217,0.4065
1.0,0.9769,0.9206,1.0,0.9114,0.7805,0.5572
0.6992,0.8915,0.7008,1.0,0.6541,0.5076,0.344
1.0,0.9754,0.9102,1.0,0.836,0.6085,0.3832
1.0,0.9758,0.9103,1.0,0.8704,0.6696,0.439
0.6399,0.8707,0.719,1.0,0.5614,0.4018,0.2445
1.0,0.9921,0.9628,1.0,0.9924,0.932,0.7534
1.0,1.0,1.0,1.0,0.7379,0.4686,0.2649
0.786,0.893,0.7683,1.0,0.5543,0.3673,0.2136
1.0,0.988,0.9426,1.0,0.996,0.954,0.8083
1.0,0.9989,0.9948,1.0,0.9944,0.9173,0.7056
1.0,1.0,1.0,1.0,0.7903,0.5217,0.3017
1.0,0.9873,0.9526,1.0,0.8694,0.6276,0.3896
1.0,0.9877,0.9583,1.0,0.7143,0.4573,0.2611
0.8539,0.9513,0.8517,1.0,0.7612,0.5521,0.3461
1.0,0.9766,0.9242,1.0,0.6938,0.4444,0.2562
0.8539,0.9348,0.8093,1.0,0.6207,0.411,0.245
1.0,0.9652,0.8681,1.0,0.8968,0.7304,0.5143
0.8688,0.9715,0.9107,1.0,0.6848,0.4449,0.2572
1.0,0.9995,0.9976,1.0,0.9879,0.8771,0.6406
1.0,0.9932,0.9718,1.0,0.9568,0.7784,0.5262
1.0,1.0,1.0,1.0,0.7379,0.4686,0.2649
1.0,1.0,1.0,1.0,0.9141,0.6862,0.4312
1.0,0.9988,0.9945,1.0,0.9423,0.743,0.4853
1.0,1.0,1.0,1.0,0.6723,0.4095,0.2262
0.4852,0.8062,0.5889,1.0,0.4283,0.3137,0.1962
1.0,0.9887,0.9532,1.0,0.9397,0.7662,0.5227
1.0,0.9331,0.7744,1.0,0.7911,0.6054,0.4193
