NDCG@5,NDCG,AP,RR,RBP_80,RBP_90,RBP_95
1.0,0.9931,0.9762,1.0,0.7247,0.4627,0.263
1.0,0.973,0.9021,1.0,0.8917,0.7326,0.5089
1.0,0.9732,0.9023,1.0,0.8487,0.6362,0.4101
1.0,0.9884,0.9516,1.0,0.9531,0.8027,0.5653
1.0,0.9342,0.7848,1.0,0.7562,0.5423,0.3503
1.0,0.9951,0.9809,1.0,0.8805,0.6431,0.398
0.8688,0.9514,0.8398,1.0,0.8067,0.6304,0.4234
1.0,1.0,1.0,1.0,0.7379,0.4686,0.2649
1.0,0.9933,0.9675,1.0,0.9961,0.9384,0.7563
0.8539,0.9705,0.9151,1.0,0.6879,0.4488,0.2588
0.3392,0.7544,0.4965,1.0,0.3504,0.2725,0.181
1.0,0.9786,0.9048,1.0,0.9827,0.9174,0.7795
1.0,0.9988,0.994,1.0,0.9946,0.9172,0.7052
1.0,1.0,1.0,1.0,0.7903,0.5217,0.3017
1.0,0.9978,0.9909,1.0,0.8873,0.6474,0.3997
0.786,0.9002,0.7861,1.0,0.6114,0.4216,0.2506
0.5296,0.8075,0.716,0.5,0.6322,0.5206,0.3405
1.0,0.9833,0.9444,1.0,0.7059,0.4526,0.2594
1.0,1.0,1.0,1.0,0.7379,0.4686,0.2649
1.0,0.9727,0.8949,1.0,0.9423,0.758,0.5157
0.8539,0.9409,0.8278,1.0,0.64,0.4123,0.2429
1.0,0.9995,0.9976,1.0,0.9879,0.8771,0.6406
1.0,0.9888,0.9571,1.0,0.956,0.7726,0.5184
1.0,0.974,0.9167,1.0,0.6895,0.4409,0.2547
1.0,0.9829,0.9394,1.0,0.8928,0.6548,0.4109
1.0,0.9801,0.9246,1.0,0.8947,0.7038,0.468
0.8539,0.9747,0.9267,1.0,0.6355,0.3957,0.222
0.5531,0.8207,0.583,1.0,0.4019,0.275,0.1786
1.0,0.9932,0.9718,1.0,0.9568,0.7784,0.5262
1.0,0.9806,0.9265,1.0,0.9155,0.7068,0.4621
1.0,0.9852,0.9472,1.0,0.7983,0.5503,0.3296
0.786,0.9113,0.791,1.0,0.7635,0.6556,0.4637
0.5531,0.8588,0.6514,1.0,0.4634,0.3132,0.1934
1.0,0.9919,0.9661,1.0,0.9469,0.7743,0.5266
0.6548,0.8988,0.7703,1.0,0.7177,0.6407,0.4608
0.8688,0.9896,0.9667,1.0,0.6559,0.4029,0.2242
0.6608,0.8482,0.6831,0.5,0.7439,0.7102,0.5621
1.0,0.9743,0.9137,1.0,0.7385,0.4909,0.29
1.0,1.0,1.0,1.0,0.956,0.7712,0.5123
0.8304,0.9496,0.8734,1.0,0.6623,0.4407,0.2565
1.0,0.9751,0.9075,1.0,0.9065,0.7387,0.5084
1.0,1.0,1.0,1.0,0.8322,0.5695,0.3366
1.0,1.0,1.0,1.0,0.6723,0.4095,0.2262
1.0,0.9913,0.9606,1.0,0.986,0.8803,0.6577
1.0,0.9824,0.9295,1.0,0.9656,0.8681,0.6595
1.0,0.9914,0.9636,1.0,0.9395,0.7508,0.5015
1.0,1.0,1.0,1.0,0.7903,0.5217,0.3017
0.8539,0.9747,0.9267,1.0,0.6355,0.3957,0.222
0.8688,0.935,0.8017,1.0,0.6698,0.4419,0.2687
0.8539,0.9422,0.8127,1.0,0.8555,0.7189,0.5122
1.0,0.94,0.7522,1.0,0.9761,0.8801,0.7105
1.0,0.9962,0.9824,1.0,0.9881,0.8813,0.6513
1.0,0.9878,0.9571,1.0,0.7647,0.5073,0.2964
1.0,0.9767,0.9157,1.0,0.8635,0.644,0.4115
0.8539,0.9609,0.885,1.0,0.6119,0.3844,0.2183
1.0,0.9824,0.9164,1.0,0.9984,0.9611,0.8174
0.786,0.8495,0.6505,1.0,0.5267,0.3609,0.2251
0.8688,0.9818,0.9429,1.0,0.6428,0.397,0.2222
0.5087,0.7781,0.4908,1.0,0.4461,0.3395,0.2424
0.5531,0.8366,0.5988,1.0,0.4635,0.3293,0.2148
1.0,0.9931,0.9762,1.0,0.7247,0.4627,0.263
1.0,1.0,1.0,1.0,0.7379,0.4686,0.2649
0.6608,0.8637,0.8233,0.5,0.7605,0.6879,0.4832
0.5296,0.7298,0.4879,0.5,0.5048,0.4033,0.2893
1.0,0.9805,0.9235,1.0,0.9024,0.7031,0.4658
1.0,0.9818,0.9281,1.0,0.9367,0.7538,0.5108
0.786,0.9099,0.8179,1.0,0.6303,0.4317,0.2542
1.0,0.9974,0.987,1.0,0.9978,0.9476,0.7671
0.786,0.8793,0.7099,1.0,0.6586,0.494,0.3215
1.0,0.9834,0.9417,1.0,0.7991,0.5446,0.326
0.8688,0.9784,0.9306,1.0,0.6979,0.4508,0.2591
1.0,0.9886,0.9576,1.0,0.8386,0.5953,0.3631
0.8688,0.9445,0.8063,1.0,0.8609,0.7333,0.5441
1.0,0.9959,0.9823,1.0,0.9479,0.7615,0.5073
1.0,0.9753,0.9119,1.0,0.8723,0.6418,0.406
0.8539,0.9329,0.7885,1.0,0.8027,0.736,0.5962
0.6608,0.7947,0.6092,0.5,0.6465,0.5386,0.3815
0.6608,0.8032,0.6453,0.5,0.6549,0.5459,0.3794
0.8688,0.9085,0.7288,1.0,0.6633,0.44,0.2781
0.6608,0.7817,0.71,0.5,0.5379,0.3686,0.2149
1.0,0.9564,0.8502,1.0,0.8408,0.6072,0.3866
1.0,0.9929,0.9678,1.0,0.9929,0.9701,0.8776
1.0,1.0,1.0,1.0,0.9775,0.8332,0.5819
0.7227,0.9098,0.7569,1.0,0.5286,0.338,0.2012
0.8688,0.9762,0.9263,1.0,0.8322,0.6206,0.3905
1.0,1.0,1.0,1.0,0.8926,0.6513,0.4013
1.0,0.9644,0.8832,1.0,0.7679,0.5193,0.3133
0.8688,0.9749,0.9232,1.0,0.8885,0.747,0.518
1.0,0.99,0.9602,1.0,0.9764,0.8318,0.5843
