loss_type,lr,threshold,reg,fold,frac,emb_size,NDCG@5,NDCG,RR,AP,RBP_80,RBP_90,RBP_95
lambda_rr,0.01,4,0,0,2.0,32,0.3696,0.686,0.6263,0.4391,0.3453,0.297,0.2197
