loss_type,lr,threshold,reg,fold,frac,emb_size,NDCG@5,NDCG,RR,AP,RBP_80,RBP_90,RBP_95
lambda_dcg,0.1,0,0,0,1.0,32,0.6007,0.8202,0.793,0.6337,0.5542,0.4617,0.3386
