metric_optim,lr,fold,NSR,dataset,metric_eval,y
ap,0.001,1,5,Epinions,RBP_80,0.7464
ap,0.001,1,5,Epinions,RBP_90,0.5752
ap,0.001,1,5,Epinions,RBP_95,0.3948
ap,0.001,1,5,Epinions,RR,0.9578
dcg,0.001,1,5,Epinions,AP,0.7964
dcg,0.001,1,5,Epinions,NDCG,0.9193
dcg,0.001,1,5,Epinions,RBP_80,0.7461
dcg,0.001,1,5,Epinions,RBP_90,0.5748
dcg,0.001,1,5,Epinions,RBP_95,0.3946
dcg,0.001,1,5,Epinions,RR,0.9567
rbp_80,0.001,1,5,Epinions,AP,0.7386
rbp_80,0.001,1,5,Epinions,NDCG,0.8963
rbp_80,0.001,1,5,Epinions,RBP_80,0.7132
rbp_80,0.001,1,5,Epinions,RBP_90,0.5448
rbp_80,0.001,1,5,Epinions,RBP_95,0.3743
rbp_80,0.001,1,5,Epinions,RR,0.9477
rbp_90,0.001,1,5,Epinions,AP,0.7712
rbp_90,0.001,1,5,Epinions,NDCG,0.9101
rbp_90,0.001,1,5,Epinions,RBP_80,0.7345
rbp_90,0.001,1,5,Epinions,RBP_90,0.5623
rbp_90,0.001,1,5,Epinions,RBP_95,0.3852
rbp_90,0.001,1,5,Epinions,RR,0.955
rbp_95,0.001,1,5,Epinions,AP,0.7909
rbp_95,0.001,1,5,Epinions,NDCG,0.9179
rbp_95,0.001,1,5,Epinions,RBP_80,0.745
rbp_95,0.001,1,5,Epinions,RBP_90,0.5721
rbp_95,0.001,1,5,Epinions,RBP_95,0.3919
rbp_95,0.001,1,5,Epinions,RR,0.9591
rr,0.001,1,5,Epinions,AP,0.356
rr,0.001,1,5,Epinions,NDCG,0.6836
rr,0.001,1,5,Epinions,RBP_80,0.3909
rr,0.001,1,5,Epinions,RBP_90,0.2937
rr,0.001,1,5,Epinions,RBP_95,0.219
rr,0.001,1,5,Epinions,RR,0.7734
ap,0.001,2,1,Epinions,AP,0.9106
ap,0.001,2,1,Epinions,NDCG,0.9675
ap,0.001,2,1,Epinions,RBP_80,0.8155
ap,0.001,2,1,Epinions,RBP_90,0.6313
ap,0.001,2,1,Epinions,RBP_95,0.4302
ap,0.001,2,1,Epinions,RR,0.9841
dcg,0.001,2,1,Epinions,AP,0.9116
dcg,0.001,2,1,Epinions,NDCG,0.9682
dcg,0.001,2,1,Epinions,RBP_80,0.8161
dcg,0.001,2,1,Epinions,RBP_90,0.6317
dcg,0.001,2,1,Epinions,RBP_95,0.4305
dcg,0.001,2,1,Epinions,RR,0.9856
rbp_80,0.001,2,1,Epinions,AP,0.9019
rbp_80,0.001,2,1,Epinions,NDCG,0.9655
rbp_80,0.001,2,1,Epinions,RBP_80,0.8118
rbp_80,0.001,2,1,Epinions,RBP_90,0.6275
rbp_80,0.001,2,1,Epinions,RBP_95,0.4277
rbp_80,0.001,2,1,Epinions,RR,0.9863
rbp_90,0.001,2,1,Epinions,AP,0.9113
rbp_90,0.001,2,1,Epinions,NDCG,0.9688
rbp_90,0.001,2,1,Epinions,RBP_80,0.818
rbp_90,0.001,2,1,Epinions,RBP_90,0.6318
rbp_90,0.001,2,1,Epinions,RBP_95,0.4299
rbp_90,0.001,2,1,Epinions,RR,0.9869
rbp_95,0.001,2,1,Epinions,AP,0.9192
rbp_95,0.001,2,1,Epinions,NDCG,0.9716
rbp_95,0.001,2,1,Epinions,RBP_80,0.8229
rbp_95,0.001,2,1,Epinions,RBP_90,0.6355
rbp_95,0.001,2,1,Epinions,RBP_95,0.432
rbp_95,0.001,2,1,Epinions,RR,0.9886
rr,0.001,2,1,Epinions,AP,0.6085
rr,0.001,2,1,Epinions,NDCG,0.8197
rr,0.001,2,1,Epinions,RBP_80,0.5517
rr,0.001,2,1,Epinions,RBP_90,0.4583
rr,0.001,2,1,Epinions,RBP_95,0.3419
rr,0.001,2,1,Epinions,RR,0.843
ap,0.001,2,2,Epinions,AP,0.8713
ap,0.001,2,2,Epinions,NDCG,0.9521
ap,0.001,2,2,Epinions,RBP_80,0.792
ap,0.001,2,2,Epinions,RBP_90,0.6121
ap,0.001,2,2,Epinions,RBP_95,0.4185
ap,0.001,2,2,Epinions,RR,0.9773
dcg,0.001,2,2,Epinions,AP,0.8723
dcg,0.001,2,2,Epinions,NDCG,0.9527
dcg,0.001,2,2,Epinions,RBP_80,0.7925
dcg,0.001,2,2,Epinions,RBP_90,0.6124
dcg,0.001,2,2,Epinions,RBP_95,0.4187
dcg,0.001,2,2,Epinions,RR,0.9796
rbp_80,0.001,2,2,Epinions,AP,0.8429
rbp_80,0.001,2,2,Epinions,NDCG,0.9424
rbp_80,0.001,2,2,Epinions,RBP_80,0.776
rbp_80,0.001,2,2,Epinions,RBP_90,0.5986
rbp_80,0.001,2,2,Epinions,RBP_95,0.4102
rbp_80,0.001,2,2,Epinions,RR,0.9767
rbp_90,0.001,2,2,Epinions,AP,0.861
rbp_90,0.001,2,2,Epinions,NDCG,0.9493
rbp_90,0.001,2,2,Epinions,RBP_80,0.7881
rbp_90,0.001,2,2,Epinions,RBP_90,0.6073
rbp_90,0.001,2,2,Epinions,RBP_95,0.4149
rbp_90,0.001,2,2,Epinions,RR,0.9786
rbp_95,0.001,2,2,Epinions,AP,0.8743
rbp_95,0.001,2,2,Epinions,NDCG,0.9542
rbp_95,0.001,2,2,Epinions,RBP_80,0.7964
rbp_95,0.001,2,2,Epinions,RBP_90,0.6138
rbp_95,0.001,2,2,Epinions,RBP_95,0.4188
rbp_95,0.001,2,2,Epinions,RR,0.9808
rr,0.001,2,2,Epinions,AP,0.4737
rr,0.001,2,2,Epinions,NDCG,0.7492
rr,0.001,2,2,Epinions,RBP_80,0.4469
rr,0.001,2,2,Epinions,RBP_90,0.3687
rr,0.001,2,2,Epinions,RBP_95,0.2845
rr,0.001,2,2,Epinions,RR,0.7886
ap,0.001,2,5,Epinions,AP,0.8004
ap,0.001,2,5,Epinions,NDCG,0.9213
ap,0.001,2,5,Epinions,RBP_80,0.7491
ap,0.001,2,5,Epinions,RBP_90,0.5769
ap,0.001,2,5,Epinions,RBP_95,0.3959
ap,0.001,2,5,Epinions,RR,0.9618
dcg,0.001,2,5,Epinions,AP,0.7994
dcg,0.001,2,5,Epinions,NDCG,0.9205
dcg,0.001,2,5,Epinions,RBP_80,0.7472
dcg,0.001,2,5,Epinions,RBP_90,0.5759
dcg,0.001,2,5,Epinions,RBP_95,0.3955
dcg,0.001,2,5,Epinions,RR,0.9586
rbp_80,0.001,2,5,Epinions,AP,0.7364
rbp_80,0.001,2,5,Epinions,NDCG,0.8951
rbp_80,0.001,2,5,Epinions,RBP_80,0.7118
rbp_80,0.001,2,5,Epinions,RBP_90,0.5443
rbp_80,0.001,2,5,Epinions,RBP_95,0.3743
rbp_80,0.001,2,5,Epinions,RR,0.9482
rbp_90,0.001,2,5,Epinions,AP,0.7691
rbp_90,0.001,2,5,Epinions,NDCG,0.9089
rbp_90,0.001,2,5,Epinions,RBP_80,0.7327
rbp_90,0.001,2,5,Epinions,RBP_90,0.5612
rbp_90,0.001,2,5,Epinions,RBP_95,0.3847
rbp_90,0.001,2,5,Epinions,RR,0.9548
rbp_95,0.001,2,5,Epinions,AP,0.7924
rbp_95,0.001,2,5,Epinions,NDCG,0.9179
rbp_95,0.001,2,5,Epinions,RBP_80,0.7462
rbp_95,0.001,2,5,Epinions,RBP_90,0.5735
rbp_95,0.001,2,5,Epinions,RBP_95,0.3929
rbp_95,0.001,2,5,Epinions,RR,0.9571
rr,0.001,2,5,Epinions,AP,0.3573
rr,0.001,2,5,Epinions,NDCG,0.6841
rr,0.001,2,5,Epinions,RBP_80,0.3908
rr,0.001,2,5,Epinions,RBP_90,0.2938
rr,0.001,2,5,Epinions,RBP_95,0.219
rr,0.001,2,5,Epinions,RR,0.7685
ap,0.001,0,1,Home_and_Kitchen,AP,0.7218
ap,0.001,0,1,Home_and_Kitchen,NDCG,0.8691
ap,0.001,0,1,Home_and_Kitchen,RBP_80,0.5852
ap,0.001,0,1,Home_and_Kitchen,RBP_90,0.4301
ap,0.001,0,1,Home_and_Kitchen,RBP_95,0.2766
ap,0.001,0,1,Home_and_Kitchen,RR,0.8969
dcg,0.001,0,1,Home_and_Kitchen,AP,0.7242
dcg,0.001,0,1,Home_and_Kitchen,NDCG,0.8707
dcg,0.001,0,1,Home_and_Kitchen,RBP_80,0.5871
dcg,0.001,0,1,Home_and_Kitchen,RBP_90,0.4308
dcg,0.001,0,1,Home_and_Kitchen,RBP_95,0.2768
dcg,0.001,0,1,Home_and_Kitchen,RR,0.8998
rbp_80,0.001,0,1,Home_and_Kitchen,AP,0.6965
rbp_80,0.001,0,1,Home_and_Kitchen,NDCG,0.8539
rbp_80,0.001,0,1,Home_and_Kitchen,RBP_80,0.5654
rbp_80,0.001,0,1,Home_and_Kitchen,RBP_90,0.4207
rbp_80,0.001,0,1,Home_and_Kitchen,RBP_95,0.273
rbp_80,0.001,0,1,Home_and_Kitchen,RR,0.8759
rbp_90,0.001,0,1,Home_and_Kitchen,AP,0.7247
rbp_90,0.001,0,1,Home_and_Kitchen,NDCG,0.8714
rbp_90,0.001,0,1,Home_and_Kitchen,RBP_80,0.5874
rbp_90,0.001,0,1,Home_and_Kitchen,RBP_90,0.4307
rbp_90,0.001,0,1,Home_and_Kitchen,RBP_95,0.2767
rbp_90,0.001,0,1,Home_and_Kitchen,RR,0.9019
rbp_95,0.001,0,1,Home_and_Kitchen,AP,0.7379
rbp_95,0.001,0,1,Home_and_Kitchen,NDCG,0.879
rbp_95,0.001,0,1,Home_and_Kitchen,RBP_80,0.5975
rbp_95,0.001,0,1,Home_and_Kitchen,RBP_90,0.4353
rbp_95,0.001,0,1,Home_and_Kitchen,RBP_95,0.2784
rbp_95,0.001,0,1,Home_and_Kitchen,RR,0.911
rr,0.001,0,1,Home_and_Kitchen,AP,0.6029
rr,0.001,0,1,Home_and_Kitchen,NDCG,0.7889
rr,0.001,0,1,Home_and_Kitchen,RBP_80,0.4847
rr,0.001,0,1,Home_and_Kitchen,RBP_90,0.3838
rr,0.001,0,1,Home_and_Kitchen,RBP_95,0.2592
rr,0.001,0,1,Home_and_Kitchen,RR,0.7574
ap,0.001,0,2,Home_and_Kitchen,AP,0.6151
ap,0.001,0,2,Home_and_Kitchen,NDCG,0.813
ap,0.001,0,2,Home_and_Kitchen,RBP_80,0.5059
ap,0.001,0,2,Home_and_Kitchen,RBP_90,0.3782
ap,0.001,0,2,Home_and_Kitchen,RBP_95,0.2527
ap,0.001,0,2,Home_and_Kitchen,RR,0.8535
dcg,0.001,0,2,Home_and_Kitchen,AP,0.6212
dcg,0.001,0,2,Home_and_Kitchen,NDCG,0.817
dcg,0.001,0,2,Home_and_Kitchen,RBP_80,0.5109
dcg,0.001,0,2,Home_and_Kitchen,RBP_90,0.3804
dcg,0.001,0,2,Home_and_Kitchen,RBP_95,0.2535
dcg,0.001,0,2,Home_and_Kitchen,RR,0.8597
rbp_80,0.001,0,2,Home_and_Kitchen,AP,0.5871
rbp_80,0.001,0,2,Home_and_Kitchen,NDCG,0.7959
rbp_80,0.001,0,2,Home_and_Kitchen,RBP_80,0.4827
rbp_80,0.001,0,2,Home_and_Kitchen,RBP_90,0.3661
rbp_80,0.001,0,2,Home_and_Kitchen,RBP_95,0.2479
rbp_80,0.001,0,2,Home_and_Kitchen,RR,0.8324
rbp_90,0.001,0,2,Home_and_Kitchen,AP,0.6146
rbp_90,0.001,0,2,Home_and_Kitchen,NDCG,0.814
rbp_90,0.001,0,2,Home_and_Kitchen,RBP_80,0.5057
rbp_90,0.001,0,2,Home_and_Kitchen,RBP_90,0.3774
rbp_90,0.001,0,2,Home_and_Kitchen,RBP_95,0.2523
rbp_90,0.001,0,2,Home_and_Kitchen,RR,0.8599
rbp_95,0.001,0,2,Home_and_Kitchen,AP,0.64
rbp_95,0.001,0,2,Home_and_Kitchen,NDCG,0.8286
rbp_95,0.001,0,2,Home_and_Kitchen,RBP_80,0.526
rbp_95,0.001,0,2,Home_and_Kitchen,RBP_90,0.3872
rbp_95,0.001,0,2,Home_and_Kitchen,RBP_95,0.256
rbp_95,0.001,0,2,Home_and_Kitchen,RR,0.8747
rr,0.001,0,2,Home_and_Kitchen,AP,0.4416
rr,0.001,0,2,Home_and_Kitchen,NDCG,0.6888
rr,0.001,0,2,Home_and_Kitchen,RBP_80,0.3478
rr,0.001,0,2,Home_and_Kitchen,RBP_90,0.2977
rr,0.001,0,2,Home_and_Kitchen,RBP_95,0.2199
rr,0.001,0,2,Home_and_Kitchen,RR,0.6359
ap,0.001,0,5,Home_and_Kitchen,AP,0.5135
ap,0.001,0,5,Home_and_Kitchen,NDCG,0.7542
ap,0.001,0,5,Home_and_Kitchen,RBP_80,0.4418
ap,0.001,0,5,Home_and_Kitchen,RBP_90,0.3179
ap,0.001,0,5,Home_and_Kitchen,RBP_95,0.2154
ap,0.001,0,5,Home_and_Kitchen,RR,0.8172
dcg,0.001,0,5,Home_and_Kitchen,AP,0.5324
dcg,0.001,0,5,Home_and_Kitchen,NDCG,0.7668
dcg,0.001,0,5,Home_and_Kitchen,RBP_80,0.4589
dcg,0.001,0,5,Home_and_Kitchen,RBP_90,0.3278
dcg,0.001,0,5,Home_and_Kitchen,RBP_95,0.2197
dcg,0.001,0,5,Home_and_Kitchen,RR,0.833
rbp_80,0.001,0,5,Home_and_Kitchen,AP,0.4503
rbp_80,0.001,0,5,Home_and_Kitchen,NDCG,0.7123
rbp_80,0.001,0,5,Home_and_Kitchen,RBP_80,0.3865
rbp_80,0.001,0,5,Home_and_Kitchen,RBP_90,0.2855
rbp_80,0.001,0,5,Home_and_Kitchen,RBP_95,0.2006
rbp_80,0.001,0,5,Home_and_Kitchen,RR,0.7648
rbp_90,0.001,0,5,Home_and_Kitchen,AP,0.494
rbp_90,0.001,0,5,Home_and_Kitchen,NDCG,0.7425
rbp_90,0.001,0,5,Home_and_Kitchen,RBP_80,0.4253
rbp_90,0.001,0,5,Home_and_Kitchen,RBP_90,0.3068
rbp_90,0.001,0,5,Home_and_Kitchen,RBP_95,0.2098
rbp_90,0.001,0,5,Home_and_Kitchen,RR,0.8066
rbp_95,0.001,0,5,Home_and_Kitchen,AP,0.5361
rbp_95,0.001,0,5,Home_and_Kitchen,NDCG,0.7698
rbp_95,0.001,0,5,Home_and_Kitchen,RBP_80,0.4622
rbp_95,0.001,0,5,Home_and_Kitchen,RBP_90,0.3288
rbp_95,0.001,0,5,Home_and_Kitchen,RBP_95,0.2198
rbp_95,0.001,0,5,Home_and_Kitchen,RR,0.8373
rr,0.001,0,5,Home_and_Kitchen,AP,0.2593
rr,0.001,0,5,Home_and_Kitchen,NDCG,0.5554
rr,0.001,0,5,Home_and_Kitchen,RBP_80,0.1965
rr,0.001,0,5,Home_and_Kitchen,RBP_90,0.176
rr,0.001,0,5,Home_and_Kitchen,RBP_95,0.149
rr,0.001,0,5,Home_and_Kitchen,RR,0.4669
ap,0.001,1,1,Home_and_Kitchen,AP,0.7153
ap,0.001,1,1,Home_and_Kitchen,NDCG,0.8651
ap,0.001,1,1,Home_and_Kitchen,RBP_80,0.5803
ap,0.001,1,1,Home_and_Kitchen,RBP_90,0.428
ap,0.001,1,1,Home_and_Kitchen,RBP_95,0.2758
ap,0.001,1,1,Home_and_Kitchen,RR,0.8912
dcg,0.001,1,1,Home_and_Kitchen,AP,0.7197
dcg,0.001,1,1,Home_and_Kitchen,NDCG,0.8674
dcg,0.001,1,1,Home_and_Kitchen,RBP_80,0.5836
dcg,0.001,1,1,Home_and_Kitchen,RBP_90,0.4294
dcg,0.001,1,1,Home_and_Kitchen,RBP_95,0.2764
dcg,0.001,1,1,Home_and_Kitchen,RR,0.8925
rbp_80,0.001,1,1,Home_and_Kitchen,AP,0.6936
rbp_80,0.001,1,1,Home_and_Kitchen,NDCG,0.8524
rbp_80,0.001,1,1,Home_and_Kitchen,RBP_80,0.563
rbp_80,0.001,1,1,Home_and_Kitchen,RBP_90,0.4197
rbp_80,0.001,1,1,Home_and_Kitchen,RBP_95,0.2727
rbp_80,0.001,1,1,Home_and_Kitchen,RR,0.8752
rbp_90,0.001,1,1,Home_and_Kitchen,AP,0.72
rbp_90,0.001,1,1,Home_and_Kitchen,NDCG,0.8684
rbp_90,0.001,1,1,Home_and_Kitchen,RBP_80,0.5841
rbp_90,0.001,1,1,Home_and_Kitchen,RBP_90,0.4294
rbp_90,0.001,1,1,Home_and_Kitchen,RBP_95,0.2763
rbp_90,0.001,1,1,Home_and_Kitchen,RR,0.8971
rbp_95,0.001,1,1,Home_and_Kitchen,AP,0.7376
rbp_95,0.001,1,1,Home_and_Kitchen,NDCG,0.8787
rbp_95,0.001,1,1,Home_and_Kitchen,RBP_80,0.5974
rbp_95,0.001,1,1,Home_and_Kitchen,RBP_90,0.4355
rbp_95,0.001,1,1,Home_and_Kitchen,RBP_95,0.2785
rbp_95,0.001,1,1,Home_and_Kitchen,RR,0.9091
rr,0.001,1,1,Home_and_Kitchen,AP,0.6004
rr,0.001,1,1,Home_and_Kitchen,NDCG,0.7871
rr,0.001,1,1,Home_and_Kitchen,RBP_80,0.4829
rr,0.001,1,1,Home_and_Kitchen,RBP_90,0.3833
rr,0.001,1,1,Home_and_Kitchen,RBP_95,0.2591
rr,0.001,1,1,Home_and_Kitchen,RR,0.7542
ap,0.001,1,2,Home_and_Kitchen,AP,0.6153
ap,0.001,1,2,Home_and_Kitchen,NDCG,0.8134
ap,0.001,1,2,Home_and_Kitchen,RBP_80,0.5063
ap,0.001,1,2,Home_and_Kitchen,RBP_90,0.3783
ap,0.001,1,2,Home_and_Kitchen,RBP_95,0.2528
ap,0.001,1,2,Home_and_Kitchen,RR,0.8541
dcg,0.001,1,2,Home_and_Kitchen,AP,0.6233
dcg,0.001,1,2,Home_and_Kitchen,NDCG,0.8184
dcg,0.001,1,2,Home_and_Kitchen,RBP_80,0.5127
dcg,0.001,1,2,Home_and_Kitchen,RBP_90,0.3813
dcg,0.001,1,2,Home_and_Kitchen,RBP_95,0.254
dcg,0.001,1,2,Home_and_Kitchen,RR,0.8608
rbp_80,0.001,1,2,Home_and_Kitchen,AP,0.5827
rbp_80,0.001,1,2,Home_and_Kitchen,NDCG,0.7928
rbp_80,0.001,1,2,Home_and_Kitchen,RBP_80,0.4792
rbp_80,0.001,1,2,Home_and_Kitchen,RBP_90,0.3644
rbp_80,0.001,1,2,Home_and_Kitchen,RBP_95,0.2472
rbp_80,0.001,1,2,Home_and_Kitchen,RR,0.8264
rbp_90,0.001,1,2,Home_and_Kitchen,AP,0.6131
rbp_90,0.001,1,2,Home_and_Kitchen,NDCG,0.8127
rbp_90,0.001,1,2,Home_and_Kitchen,RBP_80,0.5049
rbp_90,0.001,1,2,Home_and_Kitchen,RBP_90,0.3772
rbp_90,0.001,1,2,Home_and_Kitchen,RBP_95,0.2523
rbp_90,0.001,1,2,Home_and_Kitchen,RR,0.8555
rbp_95,0.001,1,2,Home_and_Kitchen,AP,0.637
rbp_95,0.001,1,2,Home_and_Kitchen,NDCG,0.8271
rbp_95,0.001,1,2,Home_and_Kitchen,RBP_80,0.5234
rbp_95,0.001,1,2,Home_and_Kitchen,RBP_90,0.3862
rbp_95,0.001,1,2,Home_and_Kitchen,RBP_95,0.2557
rbp_95,0.001,1,2,Home_and_Kitchen,RR,0.8734
rr,0.001,1,2,Home_and_Kitchen,AP,0.4398
rr,0.001,1,2,Home_and_Kitchen,NDCG,0.6869
rr,0.001,1,2,Home_and_Kitchen,RBP_80,0.3457
rr,0.001,1,2,Home_and_Kitchen,RBP_90,0.2971
rr,0.001,1,2,Home_and_Kitchen,RBP_95,0.2198
rr,0.001,1,2,Home_and_Kitchen,RR,0.6296
ap,0.001,1,5,Home_and_Kitchen,AP,0.5117
ap,0.001,1,5,Home_and_Kitchen,NDCG,0.7529
ap,0.001,1,5,Home_and_Kitchen,RBP_80,0.4402
ap,0.001,1,5,Home_and_Kitchen,RBP_90,0.3173
ap,0.001,1,5,Home_and_Kitchen,RBP_95,0.2152
ap,0.001,1,5,Home_and_Kitchen,RR,0.8144
dcg,0.001,1,5,Home_and_Kitchen,AP,0.5304
dcg,0.001,1,5,Home_and_Kitchen,NDCG,0.7653
dcg,0.001,1,5,Home_and_Kitchen,RBP_80,0.4567
dcg,0.001,1,5,Home_and_Kitchen,RBP_90,0.3268
dcg,0.001,1,5,Home_and_Kitchen,RBP_95,0.2193
dcg,0.001,1,5,Home_and_Kitchen,RR,0.8291
rbp_80,0.001,1,5,Home_and_Kitchen,AP,0.4421
rbp_80,0.001,1,5,Home_and_Kitchen,NDCG,0.7074
rbp_80,0.001,1,5,Home_and_Kitchen,RBP_80,0.3791
rbp_80,0.001,1,5,Home_and_Kitchen,RBP_90,0.2811
rbp_80,0.001,1,5,Home_and_Kitchen,RBP_95,0.1986
rbp_80,0.001,1,5,Home_and_Kitchen,RR,0.761
rbp_90,0.001,1,5,Home_and_Kitchen,AP,0.4838
rbp_90,0.001,1,5,Home_and_Kitchen,NDCG,0.7359
rbp_90,0.001,1,5,Home_and_Kitchen,RBP_80,0.4158
rbp_90,0.001,1,5,Home_and_Kitchen,RBP_90,0.3022
rbp_90,0.001,1,5,Home_and_Kitchen,RBP_95,0.208
rbp_90,0.001,1,5,Home_and_Kitchen,RR,0.7993
rbp_95,0.001,1,5,Home_and_Kitchen,AP,0.5273
rbp_95,0.001,1,5,Home_and_Kitchen,NDCG,0.7641
rbp_95,0.001,1,5,Home_and_Kitchen,RBP_80,0.4541
rbp_95,0.001,1,5,Home_and_Kitchen,RBP_90,0.3246
rbp_95,0.001,1,5,Home_and_Kitchen,RBP_95,0.2183
rbp_95,0.001,1,5,Home_and_Kitchen,RR,0.831
rr,0.001,1,5,Home_and_Kitchen,AP,0.258
rr,0.001,1,5,Home_and_Kitchen,NDCG,0.5541
rr,0.001,1,5,Home_and_Kitchen,RBP_80,0.1948
rr,0.001,1,5,Home_and_Kitchen,RBP_90,0.1751
rr,0.001,1,5,Home_and_Kitchen,RBP_95,0.1486
rr,0.001,1,5,Home_and_Kitchen,RR,0.4645
ap,0.001,2,1,Home_and_Kitchen,AP,0.7201
ap,0.001,2,1,Home_and_Kitchen,NDCG,0.8681
ap,0.001,2,1,Home_and_Kitchen,RBP_80,0.5842
ap,0.001,2,1,Home_and_Kitchen,RBP_90,0.4296
ap,0.001,2,1,Home_and_Kitchen,RBP_95,0.2764
ap,0.001,2,1,Home_and_Kitchen,RR,0.8947
dcg,0.001,2,1,Home_and_Kitchen,AP,0.7253
dcg,0.001,2,1,Home_and_Kitchen,NDCG,0.8711
dcg,0.001,2,1,Home_and_Kitchen,RBP_80,0.5881
dcg,0.001,2,1,Home_and_Kitchen,RBP_90,0.4315
dcg,0.001,2,1,Home_and_Kitchen,RBP_95,0.2772
dcg,0.001,2,1,Home_and_Kitchen,RR,0.8985
rbp_80,0.001,2,1,Home_and_Kitchen,AP,0.6956
rbp_80,0.001,2,1,Home_and_Kitchen,NDCG,0.8535
rbp_80,0.001,2,1,Home_and_Kitchen,RBP_80,0.5647
rbp_80,0.001,2,1,Home_and_Kitchen,RBP_90,0.4203
rbp_80,0.001,2,1,Home_and_Kitchen,RBP_95,0.2729
rbp_80,0.001,2,1,Home_and_Kitchen,RR,0.8758
rbp_90,0.001,2,1,Home_and_Kitchen,AP,0.7255
rbp_90,0.001,2,1,Home_and_Kitchen,NDCG,0.8717
rbp_90,0.001,2,1,Home_and_Kitchen,RBP_80,0.5882
rbp_90,0.001,2,1,Home_and_Kitchen,RBP_90,0.4312
rbp_90,0.001,2,1,Home_and_Kitchen,RBP_95,0.277
rbp_90,0.001,2,1,Home_and_Kitchen,RR,0.9004
rbp_95,0.001,2,1,Home_and_Kitchen,AP,0.7393
rbp_95,0.001,2,1,Home_and_Kitchen,NDCG,0.8797
rbp_95,0.001,2,1,Home_and_Kitchen,RBP_80,0.5989
rbp_95,0.001,2,1,Home_and_Kitchen,RBP_90,0.4361
rbp_95,0.001,2,1,Home_and_Kitchen,RBP_95,0.2788
rbp_95,0.001,2,1,Home_and_Kitchen,RR,0.9109
rr,0.001,2,1,Home_and_Kitchen,AP,0.6021
rr,0.001,2,1,Home_and_Kitchen,NDCG,0.7888
rr,0.001,2,1,Home_and_Kitchen,RBP_80,0.4839
rr,0.001,2,1,Home_and_Kitchen,RBP_90,0.3834
rr,0.001,2,1,Home_and_Kitchen,RBP_95,0.2591
rr,0.001,2,1,Home_and_Kitchen,RR,0.7588
ap,0.001,2,2,Home_and_Kitchen,AP,0.6214
ap,0.001,2,2,Home_and_Kitchen,NDCG,0.8173
ap,0.001,2,2,Home_and_Kitchen,RBP_80,0.5114
ap,0.001,2,2,Home_and_Kitchen,RBP_90,0.3807
ap,0.001,2,2,Home_and_Kitchen,RBP_95,0.2537
ap,0.001,2,2,Home_and_Kitchen,RR,0.8596
dcg,0.001,2,2,Home_and_Kitchen,AP,0.627
dcg,0.001,2,2,Home_and_Kitchen,NDCG,0.8207
dcg,0.001,2,2,Home_and_Kitchen,RBP_80,0.5158
dcg,0.001,2,2,Home_and_Kitchen,RBP_90,0.3828
dcg,0.001,2,2,Home_and_Kitchen,RBP_95,0.2545
dcg,0.001,2,2,Home_and_Kitchen,RR,0.8635
rbp_80,0.001,2,2,Home_and_Kitchen,AP,0.5927
rbp_80,0.001,2,2,Home_and_Kitchen,NDCG,0.7997
rbp_80,0.001,2,2,Home_and_Kitchen,RBP_80,0.4875
rbp_80,0.001,2,2,Home_and_Kitchen,RBP_90,0.3683
rbp_80,0.001,2,2,Home_and_Kitchen,RBP_95,0.2486
rbp_80,0.001,2,2,Home_and_Kitchen,RR,0.8375
rbp_90,0.001,2,2,Home_and_Kitchen,AP,0.619
rbp_90,0.001,2,2,Home_and_Kitchen,NDCG,0.8163
rbp_90,0.001,2,2,Home_and_Kitchen,RBP_80,0.5097
rbp_90,0.001,2,2,Home_and_Kitchen,RBP_90,0.3795
rbp_90,0.001,2,2,Home_and_Kitchen,RBP_95,0.2531
rbp_90,0.001,2,2,Home_and_Kitchen,RR,0.8593
rbp_95,0.001,2,2,Home_and_Kitchen,AP,0.6443
rbp_95,0.001,2,2,Home_and_Kitchen,NDCG,0.8316
rbp_95,0.001,2,2,Home_and_Kitchen,RBP_80,0.5293
rbp_95,0.001,2,2,Home_and_Kitchen,RBP_90,0.389
rbp_95,0.001,2,2,Home_and_Kitchen,RBP_95,0.2567
rbp_95,0.001,2,2,Home_and_Kitchen,RR,0.8794
rr,0.001,2,2,Home_and_Kitchen,AP,0.4412
rr,0.001,2,2,Home_and_Kitchen,NDCG,0.6885
rr,0.001,2,2,Home_and_Kitchen,RBP_80,0.3472
rr,0.001,2,2,Home_and_Kitchen,RBP_90,0.2976
rr,0.001,2,2,Home_and_Kitchen,RBP_95,0.2199
rr,0.001,2,2,Home_and_Kitchen,RR,0.6352
ap,0.001,2,5,Home_and_Kitchen,AP,0.52
ap,0.001,2,5,Home_and_Kitchen,NDCG,0.7587
ap,0.001,2,5,Home_and_Kitchen,RBP_80,0.4479
ap,0.001,2,5,Home_and_Kitchen,RBP_90,0.3215
ap,0.001,2,5,Home_and_Kitchen,RBP_95,0.217
ap,0.001,2,5,Home_and_Kitchen,RR,0.8224
dcg,0.001,2,5,Home_and_Kitchen,AP,0.5331
dcg,0.001,2,5,Home_and_Kitchen,NDCG,0.7674
dcg,0.001,2,5,Home_and_Kitchen,RBP_80,0.4595
dcg,0.001,2,5,Home_and_Kitchen,RBP_90,0.3281
dcg,0.001,2,5,Home_and_Kitchen,RBP_95,0.2198
dcg,0.001,2,5,Home_and_Kitchen,RR,0.8339
rbp_80,0.001,2,5,Home_and_Kitchen,AP,0.4569
