NDCG@5,NDCG,AP,RR,RBP_80,RBP_90,RBP_95
1.0,0.9865,0.9493,1.0,0.9197,0.7419,0.4994
1.0,0.9671,0.8896,1.0,0.7583,0.5275,0.3211
0.7227,0.9355,0.8153,1.0,0.6223,0.4166,0.2477
1.0,0.9951,0.9821,1.0,0.7798,0.5164,0.2998
0.8688,0.9758,0.925,1.0,0.6323,0.3917,0.2204
1.0,0.9911,0.9683,1.0,0.7714,0.5116,0.2981
1.0,0.9672,0.881,1.0,0.8515,0.6533,0.4312
0.5296,0.7756,0.5599,0.5,0.534,0.5104,0.4176
1.0,0.9703,0.8748,1.0,0.9629,0.8315,0.6283
1.0,0.9972,0.9877,1.0,0.9595,0.7872,0.533
0.8539,0.9559,0.8683,1.0,0.8327,0.6944,0.4815
1.0,0.9805,0.9085,1.0,0.9928,0.9361,0.7853
1.0,0.9911,0.9683,1.0,0.7714,0.5116,0.2981
1.0,0.9951,0.9821,1.0,0.7798,0.5164,0.2998
0.8539,0.952,0.8558,1.0,0.6989,0.4742,0.2845
0.8688,0.9715,0.9107,1.0,0.6848,0.4449,0.2572
1.0,0.9458,0.8135,1.0,0.8144,0.6355,0.4356
1.0,0.9739,0.9123,1.0,0.7357,0.4922,0.2911
0.786,0.8848,0.7382,1.0,0.6131,0.4463,0.2769
0.6844,0.9037,0.7544,1.0,0.5814,0.4027,0.2436
0.8539,0.9502,0.8492,1.0,0.7265,0.5151,0.3172
0.8688,0.9522,0.8347,1.0,0.8617,0.724,0.5243
0.7227,0.9447,0.8441,1.0,0.6815,0.4741,0.2862
1.0,0.9921,0.9638,1.0,0.9873,0.8824,0.6591
0.3452,0.673,0.4665,0.5,0.3797,0.324,0.2185
1.0,0.9434,0.7666,1.0,0.927,0.8469,0.7802
1.0,0.9921,0.9631,1.0,0.9926,0.9589,0.8335
0.7227,0.9263,0.7947,1.0,0.6428,0.4538,0.279
0.8539,0.9499,0.852,1.0,0.6911,0.4763,0.2865
0.8688,0.9367,0.8079,1.0,0.6618,0.4511,0.2758
0.8304,0.8753,0.656,1.0,0.6414,0.5676,0.4561
1.0,0.9911,0.9634,1.0,0.9272,0.726,0.4766
0.8539,0.9611,0.8844,1.0,0.7147,0.4875,0.2903
0.8304,0.9435,0.8529,1.0,0.5967,0.3817,0.2178
0.8688,0.9784,0.9306,1.0,0.6979,0.4508,0.2591
0.214,0.7042,0.457,0.5,0.3372,0.3966,0.3696
