NDCG@5,NDCG,AP,RR,RBP_80,RBP_90,RBP_95
0.6164,0.7692,0.4464,1.0,0.5356,0.4381,0.3129
0.3156,0.5434,0.2337,0.3333,0.2375,0.1937,0.158
0.7227,0.8833,0.6877,1.0,0.5582,0.3502,0.2119
0.5087,0.7146,0.3841,1.0,0.3809,0.2446,0.1648
0.3392,0.6973,0.4014,1.0,0.2727,0.2151,0.1541
0.6399,0.7781,0.494,1.0,0.4395,0.32,0.2172
1.0,0.9657,0.8813,1.0,0.8838,0.6587,0.4201
0.1696,0.5391,0.1742,0.3333,0.1874,0.1825,0.1596
0.8688,0.7883,0.4053,1.0,0.7135,0.5199,0.3466
0.4913,0.6762,0.3489,0.5,0.4567,0.387,0.2815
0.0,0.5478,0.236,0.1429,0.1208,0.2054,0.2154
0.8539,0.8447,0.4998,1.0,0.8195,0.6997,0.5245
0.3601,0.6247,0.3414,0.5,0.3134,0.2638,0.1974
0.3392,0.6637,0.3332,1.0,0.2469,0.2028,0.1698
0.3836,0.5933,0.2847,0.5,0.2953,0.206,0.1539
0.0,0.412,0.1387,0.125,0.0473,0.0846,0.1023
0.3392,0.6413,0.25,1.0,0.3013,0.226,0.174
0.4852,0.6786,0.3388,1.0,0.3075,0.2078,0.1579
0.5531,0.778,0.4737,1.0,0.4337,0.2831,0.1911
0.1312,0.4907,0.217,0.2,0.1563,0.1679,0.1453
0.6844,0.7569,0.4299,1.0,0.4476,0.2794,0.1841
0.5148,0.6735,0.3202,0.5,0.4701,0.3575,0.2628
0.3601,0.6448,0.3731,0.5,0.355,0.2862,0.2056
0.5531,0.717,0.3037,1.0,0.44,0.3305,0.2586
0.214,0.5828,0.2991,0.5,0.2512,0.2232,0.1688
0.3601,0.6645,0.2036,0.5,0.3225,0.2638,0.2233
0.1461,0.5807,0.1641,0.25,0.1606,0.1844,0.1725
0.0,0.4154,0.1402,0.0909,0.0263,0.0721,0.104
0.0,0.462,0.1791,0.1667,0.0894,0.1301,0.1367
0.1461,0.478,0.1805,0.25,0.1334,0.1436,0.1339
0.5531,0.7323,0.3415,1.0,0.4542,0.3328,0.2573
0.1461,0.5734,0.2545,0.25,0.2127,0.2489,0.2257
0.1461,0.5104,0.2295,0.25,0.1541,0.1835,0.1654
0.0,0.3781,0.1254,0.0769,0.0179,0.0608,0.0857
0.0,0.4577,0.1909,0.1667,0.0885,0.1353,0.1363
0.3392,0.653,0.2528,1.0,0.3265,0.2467,0.1924
0.3008,0.5351,0.2274,0.3333,0.2149,0.1843,0.159
0.0,0.5484,0.1548,0.0833,0.0291,0.0747,0.1088
0.3008,0.5484,0.2685,0.3333,0.2441,0.2125,0.1595
0.3452,0.5655,0.2805,0.5,0.246,0.1836,0.1353
0.2773,0.6046,0.3019,0.25,0.3177,0.2994,0.2379
0.0,0.5234,0.1929,0.1429,0.0872,0.1511,0.1745
0.2773,0.6396,0.2665,0.25,0.3208,0.3385,0.2884
0.0,0.5659,0.1576,0.0769,0.0249,0.0737,0.1096
0.0,0.4539,0.1654,0.1111,0.0638,0.1127,0.1308
0.1312,0.4715,0.1628,0.2,0.0855,0.1016,0.1254
0.0,0.4732,0.2022,0.1667,0.088,0.142,0.1501
0.0,0.3964,0.1322,0.125,0.048,0.0822,0.0935
0.1696,0.5607,0.1864,0.3333,0.182,0.179,0.1726
0.214,0.5921,0.2729,0.5,0.2648,0.2358,0.1939
0.3392,0.7143,0.4192,1.0,0.2999,0.2273,0.1592
0.1461,0.467,0.1902,0.25,0.1471,0.1428,0.1193
0.4852,0.7293,0.4248,1.0,0.3477,0.257,0.1803
0.1461,0.4771,0.1598,0.25,0.1366,0.1292,0.1221
0.5087,0.7246,0.4023,1.0,0.3552,0.2513,0.185
0.0,0.4308,0.1633,0.1111,0.0556,0.1076,0.1201
0.5087,0.735,0.4262,1.0,0.3594,0.2457,0.1706
0.0,0.4698,0.1948,0.125,0.0913,0.1475,0.1476
0.4704,0.643,0.2182,1.0,0.3208,0.2401,0.1858
0.4852,0.697,0.3473,1.0,0.3508,0.2584,0.1979
0.0,0.5211,0.1647,0.1667,0.0838,0.1077,0.1301
0.214,0.5611,0.2273,0.5,0.2111,0.1888,0.1702
0.1696,0.5236,0.1752,0.3333,0.1348,0.1241,0.14
0.4704,0.7232,0.3975,1.0,0.3783,0.3055,0.2293
0.214,0.594,0.1533,0.5,0.1713,0.1224,0.1049
0.4704,0.6699,0.3094,1.0,0.315,0.2338,0.1793
0.3392,0.605,0.1927,1.0,0.2341,0.1555,0.1319
0.0,0.4057,0.1379,0.0833,0.0301,0.0785,0.1015
0.0,0.5499,0.1702,0.1111,0.0624,0.1265,0.1542
0.6844,0.8064,0.5265,1.0,0.4949,0.3181,0.2019
0.3452,0.6258,0.3788,0.5,0.3196,0.2489,0.1679
0.1461,0.5728,0.2017,0.25,0.1563,0.1817,0.1935
0.0,0.4384,0.1577,0.125,0.0559,0.1037,0.1215
0.1461,0.4723,0.1889,0.25,0.1256,0.1416,0.1321
0.2773,0.5343,0.2659,0.25,0.2297,0.2099,0.1605
0.4704,0.6798,0.2761,1.0,0.3872,0.2965,0.2264
0.1696,0.5926,0.2891,0.3333,0.2644,0.2771,0.2302
0.5087,0.7027,0.3557,1.0,0.3438,0.2476,0.1963
0.3392,0.6334,0.2713,1.0,0.2372,0.1851,0.1583
0.2773,0.5315,0.1837,0.25,0.1921,0.1713,0.1532
