NDCG@5,NDCG,AP,RR,RBP_80,RBP_90,RBP_95
0.6164,0.8454,0.65,1.0,0.5965,0.5576,0.4215
0.1312,0.5376,0.2745,0.2,0.1645,0.2192,0.2004
0.6992,0.8433,0.6074,1.0,0.4813,0.321,0.2077
0.5531,0.8171,0.5616,1.0,0.4477,0.3414,0.2356
0.3392,0.7532,0.4977,1.0,0.3461,0.2731,0.182
0.4704,0.7282,0.4268,1.0,0.3453,0.2827,0.21
0.786,0.8588,0.6425,1.0,0.6413,0.5201,0.3719
0.6164,0.7242,0.3661,1.0,0.4137,0.3155,0.2696
0.8539,0.8524,0.5445,1.0,0.7117,0.5658,0.4375
0.5531,0.8018,0.4837,1.0,0.5229,0.4225,0.3374
0.214,0.6258,0.308,0.5,0.2563,0.2527,0.2487
1.0,0.8962,0.6261,1.0,0.8579,0.7269,0.5857
0.3008,0.6083,0.3606,0.3333,0.3073,0.2844,0.2132
0.3008,0.6569,0.4685,0.3333,0.3899,0.3515,0.2435
0.5148,0.7083,0.4885,0.5,0.4397,0.3511,0.2391
0.3392,0.7477,0.4898,1.0,0.3521,0.2993,0.2086
0.4704,0.721,0.3892,1.0,0.3437,0.3193,0.2805
0.6844,0.8455,0.6066,1.0,0.5109,0.3693,0.2438
0.1696,0.5538,0.2803,0.3333,0.2125,0.2159,0.1834
0.3008,0.5976,0.3601,0.3333,0.2922,0.2703,0.1962
0.5531,0.8108,0.5383,1.0,0.4608,0.3548,0.2524
0.6548,0.7514,0.3992,1.0,0.4541,0.347,0.2978
0.7227,0.8727,0.6569,1.0,0.547,0.3802,0.2471
1.0,0.8787,0.6065,1.0,0.7622,0.5906,0.4609
0.5087,0.793,0.5324,1.0,0.4305,0.314,0.2082
0.8539,0.8091,0.3961,1.0,0.6947,0.5279,0.427
0.0,0.6637,0.3389,0.1667,0.111,0.2051,0.287
0.5531,0.8246,0.5674,1.0,0.4733,0.3471,0.2348
0.1696,0.5947,0.3456,0.3333,0.2753,0.2753,0.212
0.5531,0.8149,0.5499,1.0,0.4519,0.3348,0.2306
0.8304,0.8257,0.5144,1.0,0.6021,0.4669,0.3677
0.4852,0.7439,0.4241,1.0,0.3889,0.3493,0.2994
0.5531,0.832,0.5887,1.0,0.4766,0.3602,0.2433
0.214,0.5825,0.3275,0.5,0.2331,0.2173,0.1616
0.3008,0.6082,0.3869,0.3333,0.3034,0.2868,0.205
0.7227,0.8128,0.4888,1.0,0.5592,0.4241,0.338
0.3836,0.6525,0.3749,0.5,0.3369,0.2869,0.2231
0.4469,0.7028,0.3524,0.3333,0.3724,0.3438,0.3244
0.6164,0.8109,0.5873,1.0,0.4696,0.3459,0.2223
0.4852,0.773,0.5186,1.0,0.3753,0.2804,0.1832
0.214,0.6108,0.3075,0.5,0.2159,0.2398,0.2401
0.3008,0.6698,0.3944,0.3333,0.3554,0.3603,0.3206
0.6164,0.8094,0.5099,1.0,0.5336,0.5022,0.4544
0.0,0.6822,0.3454,0.1429,0.1293,0.2309,0.3098
0.4852,0.7405,0.4395,1.0,0.3685,0.3087,0.2339
0.0,0.5772,0.3275,0.1667,0.1921,0.2716,0.2479
0.0,0.5218,0.2746,0.1667,0.1486,0.2125,0.189
0.5087,0.7852,0.5314,1.0,0.383,0.2765,0.1807
0.6399,0.7909,0.4645,1.0,0.53,0.4548,0.3783
0.4704,0.7156,0.4058,1.0,0.3207,0.2876,0.2381
0.1696,0.5361,0.2894,0.3333,0.1989,0.2057,0.158
0.6164,0.8241,0.6252,1.0,0.4582,0.3265,0.2003
0.6992,0.8737,0.6699,1.0,0.5272,0.3606,0.2257
0.1461,0.5787,0.3172,0.25,0.2175,0.262,0.2314
0.6844,0.8444,0.6046,1.0,0.5081,0.3686,0.2436
0.1461,0.5939,0.4005,0.25,0.2875,0.2929,0.2096
