NDCG@5,NDCG,AP,RR,RBP_80,RBP_90,RBP_95
0.6844,0.8709,0.6567,1.0,0.6361,0.5559,0.4137
0.8688,0.9488,0.8445,1.0,0.7503,0.5053,0.302
0.8688,0.9784,0.9306,1.0,0.6979,0.4508,0.2591
1.0,1.0,1.0,1.0,0.7903,0.5217,0.3017
0.2773,0.565,0.3486,0.25,0.2572,0.246,0.174
1.0,0.9739,0.9123,1.0,0.7357,0.4922,0.2911
0.8539,0.9249,0.763,1.0,0.7718,0.5874,0.3958
0.8539,0.9004,0.6867,1.0,0.7706,0.622,0.4413
1.0,0.9359,0.7761,1.0,0.8502,0.7482,0.5843
0.8539,0.862,0.5887,1.0,0.6934,0.5327,0.3783
1.0,0.9956,0.9812,1.0,0.9486,0.7608,0.5065
0.6608,0.8735,0.713,0.5,0.7833,0.8005,0.681
0.786,0.9133,0.826,1.0,0.6722,0.4795,0.2891
0.7227,0.9167,0.7593,1.0,0.6319,0.4347,0.2689
0.6608,0.7945,0.6976,0.5,0.597,0.4478,0.2783
0.7227,0.9039,0.7323,1.0,0.5769,0.3759,0.2283
0.8688,0.9068,0.7053,1.0,0.7793,0.5828,0.3854
0.4913,0.7281,0.5576,0.5,0.4843,0.3927,0.2582
0.5087,0.7363,0.4244,1.0,0.3606,0.2668,0.1971
0.1461,0.4959,0.2205,0.25,0.1499,0.1716,0.1499
0.8539,0.9344,0.8029,1.0,0.71,0.4901,0.3019
1.0,0.9604,0.8581,1.0,0.8991,0.7474,0.5277
0.8539,0.9052,0.7274,1.0,0.6201,0.4139,0.2568
1.0,0.9311,0.7579,1.0,0.9144,0.7747,0.5598
0.4852,0.7473,0.4553,1.0,0.3808,0.2749,0.1869
1.0,0.881,0.5517,1.0,0.8914,0.8098,0.6957
1.0,0.9345,0.7486,1.0,0.9214,0.8493,0.7059
1.0,0.9693,0.8992,1.0,0.7318,0.4832,0.2861
0.7227,0.8229,0.5548,1.0,0.4997,0.3131,0.2029
0.1461,0.5551,0.3152,0.25,0.199,0.246,0.2045
0.8688,0.8967,0.6759,1.0,0.7537,0.6205,0.4518
1.0,0.9714,0.8932,1.0,0.8773,0.6833,0.4577
0.8688,0.9731,0.9129,1.0,0.7352,0.4948,0.2924
0.6992,0.9013,0.7412,1.0,0.5286,0.3443,0.2041
0.8304,0.904,0.7417,1.0,0.58,0.3901,0.237
0.6992,0.8007,0.4588,1.0,0.5939,0.447,0.3238
1.0,1.0,1.0,1.0,0.8322,0.5695,0.3366
1.0,0.9845,0.9283,1.0,0.9988,0.9602,0.8029
0.5531,0.8159,0.5534,1.0,0.4466,0.3026,0.1977
0.8539,0.9609,0.885,1.0,0.6119,0.3844,0.2183
1.0,0.9506,0.8276,1.0,0.8541,0.6225,0.402
1.0,0.9626,0.8582,1.0,0.9107,0.7111,0.482
1.0,1.0,1.0,1.0,0.9976,0.9419,0.7497
1.0,0.9685,0.8608,1.0,0.9813,0.9344,0.817
0.5531,0.7771,0.4645,1.0,0.4397,0.3009,0.2136
0.7227,0.8689,0.6288,1.0,0.6174,0.4564,0.3124
0.6608,0.7887,0.6822,0.5,0.5939,0.4367,0.2715
0.6844,0.8998,0.7442,1.0,0.5289,0.3495,0.2069
1.0,0.9391,0.7793,1.0,0.9461,0.766,0.5294
0.8688,0.9169,0.7507,1.0,0.7315,0.4968,0.3042
0.786,0.9068,0.81,1.0,0.5779,0.3786,0.2174
0.6608,0.7739,0.6862,0.5,0.5247,0.3627,0.213
0.6548,0.8804,0.7329,1.0,0.5752,0.4048,0.2449
0.4852,0.7585,0.464,1.0,0.4139,0.3487,0.2617
0.4852,0.8265,0.6352,1.0,0.513,0.4074,0.2648
0.8688,0.9838,0.9484,1.0,0.7084,0.4561,0.2609
0.8688,0.9295,0.7949,1.0,0.6132,0.3938,0.2359
0.8304,0.928,0.8048,1.0,0.6606,0.462,0.2814
0.8539,0.8408,0.5129,1.0,0.7229,0.566,0.4185
1.0,0.9627,0.8735,1.0,0.7974,0.5501,0.3398
0.6164,0.8033,0.5034,1.0,0.569,0.5145,0.4096
0.8688,0.885,0.6602,1.0,0.7005,0.4696,0.2987
1.0,0.9243,0.746,1.0,0.7983,0.6324,0.4484
0.3156,0.6259,0.358,0.3333,0.3237,0.302,0.2402
0.4913,0.7894,0.4506,0.5,0.5769,0.6247,0.5576
0.6992,0.8786,0.6677,1.0,0.6219,0.463,0.3071
0.8688,0.9265,0.7502,1.0,0.8532,0.723,0.5316
0.8688,0.9272,0.7896,1.0,0.6098,0.3907,0.2345
1.0,0.9066,0.6675,1.0,0.8524,0.7072,0.5616
0.8688,0.8786,0.6705,1.0,0.5979,0.3716,0.2273
0.7227,0.9009,0.7365,1.0,0.5239,0.3262,0.1937
1.0,0.9619,0.8507,1.0,0.9784,0.8456,0.6128
0.8688,0.9544,0.8584,1.0,0.7102,0.467,0.278
0.3601,0.6226,0.3559,0.5,0.3007,0.2527,0.1856
1.0,1.0,1.0,1.0,0.7379,0.4686,0.2649
1.0,0.9048,0.6779,1.0,0.8233,0.6569,0.4737
1.0,0.8916,0.6707,1.0,0.7008,0.4964,0.3332
1.0,0.973,0.9067,1.0,0.8181,0.5684,0.3478
0.1312,0.5473,0.26,0.2,0.2036,0.2306,0.199
1.0,0.9345,0.7794,1.0,0.8141,0.6403,0.4416
0.8539,0.9405,0.8192,1.0,0.7099,0.5008,0.3105
1.0,0.9369,0.7467,1.0,0.963,0.8461,0.6758
1.0,0.9972,0.9889,1.0,0.8591,0.6083,0.3681
1.0,0.9323,0.7713,1.0,0.8556,0.6673,0.4505
1.0,0.974,0.9167,1.0,0.6895,0.4409,0.2547
1.0,0.9799,0.9286,1.0,0.8873,0.65,0.408
0.3836,0.7767,0.5018,0.5,0.5578,0.5576,0.468
0.8688,0.8652,0.5528,1.0,0.78,0.6473,0.5226
0.6992,0.8712,0.6572,1.0,0.5891,0.4295,0.2785
0.6608,0.7488,0.5937,0.5,0.5005,0.3663,0.2303
0.7227,0.9447,0.8441,1.0,0.6815,0.4741,0.2862
0.4913,0.7597,0.5909,0.5,0.5237,0.4917,0.3597
1.0,0.9805,0.9324,1.0,0.7882,0.5454,0.3278
0.8539,0.9299,0.7963,1.0,0.6175,0.403,0.2403
1.0,1.0,1.0,1.0,0.9976,0.9419,0.7497
0.8688,0.9006,0.6583,1.0,0.7975,0.6995,0.5966
0.6548,0.787,0.4213,1.0,0.5933,0.496,0.3916
0.6992,0.8775,0.6885,1.0,0.5051,0.3179,0.1892
1.0,0.9465,0.8092,1.0,0.8884,0.6869,0.462
1.0,1.0,1.0,1.0,0.7379,0.4686,0.2649
0.8539,0.9387,0.8267,1.0,0.5787,0.3595,0.2077
0.8539,0.9485,0.8509,1.0,0.5914,0.3715,0.2133
0.8304,0.9374,0.8335,1.0,0.7106,0.5143,0.318
0.786,0.8725,0.6783,1.0,0.711,0.5539,0.3717
1.0,1.0,1.0,1.0,0.7379,0.4686,0.2649
0.8688,0.924,0.7651,1.0,0.7675,0.5377,0.3349
0.8539,0.9609,0.885,1.0,0.6119,0.3844,0.2183
0.8688,0.9535,0.8524,1.0,0.6983,0.4689,0.2817
0.8688,0.9671,0.8968,1.0,0.6764,0.4401,0.2554
0.4704,0.764,0.5023,1.0,0.3985,0.3086,0.2062
0.8688,0.9473,0.8526,1.0,0.594,0.3589,0.2054
0.8688,0.9753,0.9207,1.0,0.7772,0.5427,0.3274
0.5087,0.8055,0.5531,1.0,0.4819,0.3595,0.2378
1.0,0.948,0.8203,1.0,0.8174,0.6376,0.4372
1.0,1.0,1.0,1.0,0.7903,0.5217,0.3017
0.8304,0.8884,0.6913,1.0,0.634,0.4747,0.3148
0.7227,0.9489,0.8552,1.0,0.6479,0.431,0.253
0.5531,0.8381,0.5898,1.0,0.5162,0.3906,0.2672
0.4704,0.8082,0.607,1.0,0.4633,0.3605,0.231
0.6399,0.8076,0.5677,1.0,0.4326,0.2903,0.1812
1.0,0.905,0.6776,1.0,0.8078,0.6394,0.4729
0.8539,0.9036,0.734,1.0,0.5873,0.3718,0.222
0.8539,0.8718,0.6405,1.0,0.656,0.4374,0.2727
0.5087,0.7808,0.4903,1.0,0.4647,0.3838,0.2838
0.8688,0.9671,0.8968,1.0,0.6764,0.4401,0.2554
1.0,0.974,0.9167,1.0,0.6895,0.4409,0.2547
0.8539,0.8908,0.6455,1.0,0.7858,0.6614,0.5
0.7227,0.9188,0.7702,1.0,0.5922,0.3963,0.2397
