NDCG@5,NDCG,AP,RR,RBP_80,RBP_90,RBP_95
1.0,0.9832,0.933,1.0,0.9257,0.7335,0.4908
0.8304,0.9497,0.8755,1.0,0.7378,0.5316,0.3246
0.8539,0.9538,0.8635,1.0,0.6559,0.4328,0.2533
1.0,1.0,1.0,1.0,0.7903,0.5217,0.3017
0.8539,0.956,0.8711,1.0,0.6035,0.3797,0.2165
0.8539,0.9408,0.8235,1.0,0.6753,0.463,0.2807
0.8688,0.913,0.7297,1.0,0.7209,0.5608,0.3899
0.7227,0.8362,0.5398,1.0,0.5963,0.4776,0.3731
1.0,0.9804,0.9194,1.0,0.964,0.8615,0.6542
1.0,0.9991,0.9958,1.0,0.9631,0.7918,0.5355
0.8304,0.9327,0.8076,1.0,0.8063,0.6636,0.4593
1.0,0.9606,0.8334,1.0,0.967,0.894,0.7405
0.786,0.8799,0.7254,1.0,0.6026,0.4409,0.2751
0.8539,0.9644,0.8955,1.0,0.7214,0.4918,0.292
1.0,0.9621,0.8769,1.0,0.7129,0.4765,0.2847
0.786,0.8976,0.7802,1.0,0.6067,0.4205,0.2504
0.6844,0.8495,0.6045,1.0,0.578,0.4953,0.3765
0.8539,0.9683,0.9094,1.0,0.7298,0.4966,0.2937
0.8304,0.9493,0.8736,1.0,0.7042,0.4885,0.2915
0.8688,0.9581,0.8708,1.0,0.6592,0.4305,0.2519
1.0,0.9933,0.975,1.0,0.8171,0.5604,0.3332
1.0,0.9825,0.9272,1.0,0.9485,0.7878,0.5545
0.8688,0.9804,0.9379,1.0,0.7503,0.5039,0.2959
1.0,0.9937,0.9706,1.0,0.9879,0.8853,0.6626
0.6992,0.8948,0.7252,1.0,0.5594,0.3886,0.2384
0.786,0.9191,0.7171,1.0,0.8334,0.8519,0.7812
1.0,0.9922,0.9615,1.0,0.9967,0.9626,0.8329
0.8539,0.9447,0.8354,1.0,0.6815,0.469,0.2835
1.0,1.0,1.0,1.0,0.7903,0.5217,0.3017
0.6844,0.8729,0.6707,1.0,0.5568,0.4045,0.2598
0.8688,0.9536,0.8393,1.0,0.865,0.7269,0.526
1.0,0.9976,0.9897,1.0,0.9401,0.7404,0.484
0.6608,0.803,0.7254,0.5,0.6134,0.4594,0.283
0.8688,0.9818,0.9429,1.0,0.6428,0.397,0.2222
0.8688,0.9537,0.8593,1.0,0.6508,0.4257,0.2502
0.3452,0.7289,0.4795,0.5,0.4417,0.4529,0.3811
1.0,1.0,1.0,1.0,0.8322,0.5695,0.3366
1.0,1.0,1.0,1.0,0.9997,0.9775,0.8422
0.8539,0.9304,0.7974,1.0,0.6145,0.4051,0.2422
1.0,1.0,1.0,1.0,0.6723,0.4095,0.2262
0.8688,0.8947,0.68,1.0,0.6866,0.5226,0.3701
0.8688,0.9501,0.8448,1.0,0.8201,0.6942,0.4944
1.0,1.0,1.0,1.0,0.9976,0.9419,0.7497
1.0,0.9899,0.9502,1.0,0.9972,0.97,0.8673
0.6992,0.8999,0.7306,1.0,0.6319,0.4683,0.3002
1.0,0.965,0.8769,1.0,0.8196,0.5915,0.3736
1.0,0.9806,0.9341,1.0,0.7516,0.4968,0.2919
0.6164,0.8255,0.6311,1.0,0.4598,0.3294,0.2017
1.0,0.9677,0.8684,1.0,0.9534,0.8001,0.5793
0.6548,0.8831,0.7332,1.0,0.6543,0.5107,0.3329
1.0,1.0,1.0,1.0,0.6723,0.4095,0.2262
1.0,1.0,1.0,1.0,0.6723,0.4095,0.2262
0.786,0.9002,0.7861,1.0,0.6114,0.4216,0.2506
0.4704,0.7766,0.5195,1.0,0.435,0.3887,0.2857
0.6992,0.9072,0.7514,1.0,0.619,0.4413,0.2742
0.8539,0.9705,0.9151,1.0,0.6879,0.4488,0.2588
1.0,0.9877,0.9583,1.0,0.7143,0.4573,0.2611
0.7227,0.9326,0.8083,1.0,0.6559,0.4597,0.2809
1.0,0.9673,0.8666,1.0,0.9436,0.8204,0.6267
0.8304,0.9398,0.8398,1.0,0.7421,0.5527,0.3486
1.0,0.9473,0.8032,1.0,0.8944,0.7479,0.5519
0.6399,0.8237,0.5735,1.0,0.5552,0.4395,0.3108
1.0,0.9561,0.843,1.0,0.8579,0.6939,0.4875
0.6548,0.8529,0.646,1.0,0.6013,0.4624,0.3087
0.8688,0.9407,0.7684,1.0,0.8887,0.8537,0.7707
0.4704,0.7966,0.5729,1.0,0.4685,0.4226,0.3029
1.0,0.9885,0.9492,1.0,0.9718,0.8462,0.6201
0.8539,0.9502,0.8524,1.0,0.6492,0.4285,0.2516
0.8688,0.9569,0.8437,1.0,0.9,0.8299,0.677
0.8539,0.923,0.7746,1.0,0.6391,0.4413,0.2724
0.5087,0.8317,0.6245,1.0,0.4597,0.3214,0.1976
1.0,0.9948,0.9753,1.0,0.9899,0.8974,0.6809
1.0,0.9951,0.9821,1.0,0.7798,0.5164,0.2998
0.8539,0.9453,0.8389,1.0,0.6443,0.4185,0.2464
0.8539,0.9445,0.8357,1.0,0.6395,0.4211,0.2485
1.0,0.9674,0.8691,1.0,0.9311,0.777,0.5667
1.0,0.9774,0.9153,1.0,0.8619,0.6436,0.4124
1.0,0.9818,0.9377,1.0,0.8217,0.5884,0.361
1.0,0.9229,0.7587,1.0,0.7074,0.4922,0.3166
1.0,0.9401,0.7913,1.0,0.8295,0.6452,0.4448
1.0,0.984,0.9427,1.0,0.797,0.5478,0.3283
1.0,0.9882,0.9426,1.0,0.998,0.9558,0.8005
1.0,0.9948,0.9798,1.0,0.8537,0.6044,0.3665
1.0,0.9843,0.9379,1.0,0.9271,0.7561,0.5183
0.8688,0.9671,0.8968,1.0,0.6764,0.4401,0.2554
1.0,0.9772,0.9149,1.0,0.8648,0.6432,0.4111
0.8688,0.93,0.7623,1.0,0.823,0.7333,0.6077
0.8304,0.8937,0.6686,1.0,0.7321,0.6916,0.603
0.8688,0.9649,0.8855,1.0,0.7557,0.5274,0.3211
