NDCG@5,NDCG,AP,RR,RBP_80,RBP_90,RBP_95
0.0,0.482,0.1616,0.0909,0.0287,0.0791,0.125
0.214,0.5791,0.2608,0.5,0.2667,0.2223,0.1728
0.3008,0.5698,0.3076,0.3333,0.2604,0.2371,0.1773
0.0,0.456,0.1789,0.1429,0.0717,0.1236,0.1365
0.214,0.546,0.2559,0.5,0.2091,0.1719,0.1331
0.0,0.478,0.2085,0.1429,0.1014,0.1619,0.1542
0.214,0.5612,0.2081,0.5,0.2302,0.1882,0.162
0.0,0.5154,0.1745,0.1667,0.0826,0.1318,0.1561
0.214,0.5851,0.1973,0.5,0.1876,0.1762,0.181
0.0,0.4805,0.1436,0.125,0.064,0.0932,0.109
0.0,0.4631,0.1311,0.125,0.0484,0.0787,0.097
0.214,0.5921,0.1781,0.5,0.1703,0.1423,0.1442
0.1312,0.5129,0.2363,0.2,0.1708,0.1964,0.1679
0.0,0.4854,0.2032,0.1667,0.1315,0.1614,0.1503
0.1312,0.4693,0.1785,0.2,0.1112,0.1392,0.1362
0.0,0.4056,0.1428,0.0714,0.0228,0.0761,0.1034
0.0,0.4499,0.1327,0.0714,0.013,0.0484,0.0916
0.3392,0.6344,0.29,1.0,0.2255,0.1669,0.1424
0.5148,0.6907,0.4499,0.5,0.4138,0.3267,0.2265
0.214,0.5638,0.2851,0.5,0.2015,0.1969,0.1644
0.0,0.475,0.1866,0.1429,0.0906,0.1416,0.1483
0.0,0.5268,0.1838,0.1667,0.0855,0.1383,0.1663
0.0,0.4636,0.1892,0.1111,0.0837,0.1417,0.1433
0.0,0.5234,0.1729,0.0667,0.0196,0.078,0.1374
0.0,0.452,0.1798,0.1429,0.0904,0.1342,0.1312
0.1312,0.6173,0.1766,0.2,0.0932,0.1013,0.1203
0.214,0.5847,0.1576,0.5,0.1956,0.1754,0.1503
0.1696,0.4911,0.1909,0.3333,0.1412,0.1387,0.1343
0.1696,0.4924,0.1905,0.3333,0.145,0.1414,0.1347
0.214,0.5322,0.2139,0.5,0.1968,0.1591,0.1357
0.214,0.5537,0.177,0.5,0.204,0.1602,0.1437
0.0,0.504,0.1709,0.1667,0.1104,0.1468,0.1515
0.3008,0.5438,0.2467,0.3333,0.2394,0.2057,0.1609
0.1461,0.4951,0.2274,0.25,0.1775,0.1702,0.1347
0.3008,0.56,0.2959,0.3333,0.2353,0.2228,0.1745
0.4704,0.6722,0.2806,1.0,0.3253,0.2697,0.2239
0.3392,0.6532,0.3007,1.0,0.2647,0.2015,0.1646
0.0,0.5525,0.1603,0.1111,0.0371,0.0727,0.1093
0.0,0.4473,0.1787,0.125,0.0794,0.1299,0.1303
0.1312,0.436,0.1649,0.2,0.0958,0.1171,0.1116
0.214,0.5532,0.2037,0.5,0.2138,0.1662,0.1522
0.1696,0.5233,0.1649,0.3333,0.1669,0.1547,0.1389
0.0,0.576,0.1947,0.1667,0.1433,0.19,0.1963
0.0,0.5596,0.1602,0.0385,0.0017,0.0234,0.0751
0.1312,0.5184,0.2254,0.2,0.1884,0.2005,0.1676
0.214,0.555,0.2256,0.5,0.1862,0.1795,0.1705
0.0,0.482,0.2032,0.1429,0.1263,0.1657,0.1505
0.4913,0.6678,0.4526,0.5,0.3748,0.2823,0.1825
0.0,0.5574,0.2085,0.1667,0.1046,0.1688,0.1963
0.0,0.4744,0.1765,0.1429,0.0792,0.1289,0.1443
0.1696,0.4975,0.2247,0.3333,0.1582,0.1593,0.1333
0.0,0.4571,0.2115,0.125,0.1024,0.1517,0.1349
0.0,0.4729,0.2108,0.1429,0.1102,0.1597,0.1474
0.0,0.4833,0.1831,0.1429,0.0986,0.1473,0.1518
0.6164,0.7384,0.429,1.0,0.3971,0.281,0.1953
0.1696,0.4953,0.2042,0.3333,0.1548,0.1534,0.1355
0.0,0.3891,0.1306,0.0588,0.0097,0.0536,0.0895
0.0,0.3851,0.1161,0.05,0.0042,0.0344,0.0754
0.1696,0.5702,0.1969,0.3333,0.1484,0.1571,0.1747
0.1696,0.5485,0.2359,0.3333,0.2208,0.2131,0.1797
0.0,0.4902,0.1377,0.0909,0.0276,0.0632,0.0948
0.4852,0.7003,0.3467,1.0,0.3569,0.2725,0.2131
0.214,0.5953,0.2505,0.5,0.2072,0.2169,0.2171
0.1312,0.5021,0.204,0.2,0.1196,0.1664,0.1666
0.2773,0.6149,0.1749,0.25,0.2108,0.2102,0.1871
0.1312,0.5149,0.2086,0.2,0.1824,0.186,0.162
0.0,0.5232,0.1858,0.0833,0.0273,0.0827,0.1377
0.0,0.4227,0.1537,0.1111,0.0474,0.0977,0.114
0.0,0.5183,0.1396,0.0714,0.025,0.0762,0.1058
0.0,0.4153,0.1382,0.0909,0.0277,0.0734,0.1036
0.0,0.3794,0.1241,0.0833,0.0213,0.063,0.0859
0.3452,0.6282,0.2431,0.5,0.3288,0.2674,0.2205
0.0,0.4995,0.2546,0.1111,0.1098,0.1885,0.1775
0.0,0.4611,0.1956,0.125,0.101,0.1486,0.1384
0.0,0.4224,0.1551,0.1,0.0449,0.0979,0.1147
0.0,0.5142,0.1616,0.1,0.0608,0.1186,0.1411
0.4704,0.6714,0.3038,1.0,0.308,0.2453,0.2022
0.214,0.5691,0.2458,0.5,0.2229,0.2018,0.1774
0.0,0.4592,0.1582,0.125,0.0657,0.1123,0.1293
0.0,0.471,0.1456,0.0909,0.0389,0.0762,0.1069
0.4852,0.7099,0.3745,1.0,0.3658,0.2732,0.1963
0.3601,0.6093,0.1804,0.5,0.3189,0.2524,0.1844
0.0,0.4898,0.1938,0.1429,0.1006,0.152,0.1585
0.1696,0.5313,0.1796,0.3333,0.1511,0.146,0.1503
0.214,0.551,0.2487,0.5,0.215,0.1818,0.1458
