NDCG@5,NDCG,AP,RR,RBP_80,RBP_90,RBP_95
0.5148,0.8085,0.6717,0.5,0.6141,0.5862,0.4393
0.5296,0.7727,0.6223,0.5,0.569,0.4452,0.2905
0.8688,0.9784,0.9306,1.0,0.6979,0.4508,0.2591
1.0,1.0,1.0,1.0,0.7903,0.5217,0.3017
0.6548,0.8382,0.631,1.0,0.4696,0.3155,0.1932
1.0,0.9815,0.9367,1.0,0.7516,0.5014,0.2945
0.786,0.8887,0.7241,1.0,0.7125,0.5743,0.3967
1.0,0.893,0.6532,1.0,0.816,0.602,0.4069
0.6844,0.8547,0.5993,1.0,0.6063,0.5732,0.4923
0.4852,0.8308,0.6106,1.0,0.5644,0.5382,0.421
0.786,0.9137,0.8005,1.0,0.7653,0.6612,0.4676
0.8304,0.9171,0.7184,1.0,0.8581,0.8162,0.6741
0.6548,0.8381,0.6214,1.0,0.5434,0.3919,0.2486
0.5296,0.7688,0.6305,0.5,0.5452,0.4221,0.2693
1.0,0.9694,0.8984,1.0,0.728,0.4856,0.2882
0.8688,0.9715,0.9107,1.0,0.6848,0.4449,0.2572
1.0,0.9463,0.812,1.0,0.8295,0.6358,0.4311
0.8539,0.9386,0.8171,1.0,0.6696,0.461,0.2803
0.3836,0.7078,0.4983,0.5,0.4386,0.3588,0.2428
0.5531,0.8622,0.6541,1.0,0.5104,0.3595,0.2265
1.0,0.9582,0.8618,1.0,0.7456,0.5128,0.3136
1.0,0.9427,0.7956,1.0,0.8486,0.6896,0.5043
0.8688,0.9652,0.8917,1.0,0.7183,0.4879,0.2903
1.0,0.9538,0.8225,1.0,0.9252,0.7893,0.5915
0.1696,0.5419,0.2705,0.3333,0.2124,0.2128,0.1673
0.8688,0.8682,0.5254,1.0,0.8253,0.7051,0.601
1.0,0.9563,0.8236,1.0,0.9353,0.8504,0.7336
1.0,1.0,1.0,1.0,0.7903,0.5217,0.3017
1.0,0.9878,0.9571,1.0,0.7647,0.5073,0.2964
0.1312,0.5218,0.2538,0.2,0.1749,0.2033,0.1766
1.0,0.9336,0.7677,1.0,0.839,0.6806,0.4912
1.0,0.9813,0.9317,1.0,0.8955,0.7084,0.4706
0.8539,0.9611,0.8844,1.0,0.7147,0.4875,0.2903
0.3601,0.6586,0.4383,0.5,0.3604,0.2789,0.1819
1.0,0.9833,0.9444,1.0,0.7059,0.4526,0.2594
0.7227,0.8314,0.5278,1.0,0.5891,0.4639,0.3655
1.0,0.9963,0.9861,1.0,0.8238,0.5647,0.3348
0.786,0.94,0.8525,1.0,0.8201,0.8334,0.7514
0.4704,0.7258,0.4243,1.0,0.3442,0.2583,0.1823
