NDCG@5,NDCG,AP,RR,RBP_80,RBP_90,RBP_95
0.8539,0.9608,0.8844,1.0,0.8466,0.7049,0.4859
0.8539,0.9642,0.8957,1.0,0.7567,0.5354,0.3252
0.8539,0.9418,0.8284,1.0,0.6333,0.4193,0.2482
1.0,1.0,1.0,1.0,0.7903,0.5217,0.3017
0.6608,0.7739,0.6862,0.5,0.5247,0.3627,0.213
1.0,0.985,0.9481,1.0,0.7593,0.5034,0.2948
1.0,0.9828,0.9331,1.0,0.8926,0.6815,0.443
0.8539,0.8771,0.6395,1.0,0.6611,0.5483,0.4272
0.786,0.8922,0.7267,1.0,0.6949,0.6753,0.571
1.0,0.9907,0.9603,1.0,0.948,0.7711,0.524
1.0,0.9674,0.8858,1.0,0.8688,0.7033,0.4824
1.0,0.9761,0.899,1.0,0.9668,0.9139,0.7795
0.8688,0.9682,0.8976,1.0,0.7247,0.4895,0.2906
0.8304,0.9404,0.8444,1.0,0.6854,0.4784,0.2879
1.0,0.9603,0.8714,1.0,0.7102,0.4737,0.2834
0.4913,0.7424,0.6218,0.5,0.5042,0.3885,0.2415
0.786,0.8919,0.7384,1.0,0.7138,0.6049,0.4262
0.7227,0.9447,0.8441,1.0,0.6815,0.4741,0.2862
1.0,0.9878,0.9571,1.0,0.7647,0.5073,0.2964
0.8688,0.9671,0.8968,1.0,0.6764,0.4401,0.2554
1.0,0.9783,0.9249,1.0,0.7839,0.5419,0.3263
1.0,0.993,0.9696,1.0,0.9641,0.8146,0.5715
0.786,0.886,0.744,1.0,0.6147,0.4491,0.2783
1.0,0.9872,0.944,1.0,0.9732,0.8642,0.6512
0.4913,0.7287,0.5802,0.5,0.4795,0.3721,0.235
0.8304,0.9434,0.7995,1.0,0.849,0.8361,0.8023
1.0,0.9827,0.925,1.0,0.9765,0.9273,0.8067
0.786,0.8909,0.7568,1.0,0.6251,0.4544,0.2802
0.6548,0.8897,0.7608,1.0,0.6239,0.457,0.2815
0.7227,0.929,0.7949,1.0,0.65,0.4533,0.278
1.0,0.9327,0.7696,1.0,0.8151,0.6688,0.4958
1.0,0.9865,0.9465,1.0,0.9132,0.7166,0.473
0.7227,0.9415,0.833,1.0,0.6748,0.4698,0.2845
0.8539,0.967,0.9029,1.0,0.6223,0.3898,0.2201
0.8688,0.9784,0.9306,1.0,0.6979,0.4508,0.2591
1.0,0.9235,0.7442,1.0,0.7898,0.6359,0.4676
1.0,1.0,1.0,1.0,0.8322,0.5695,0.3366
1.0,0.9955,0.977,1.0,0.9986,0.9673,0.8282
0.8304,0.9138,0.7676,1.0,0.5951,0.4029,0.2427
0.8539,0.9609,0.885,1.0,0.6119,0.3844,0.2183
0.6548,0.8681,0.693,1.0,0.6277,0.5526,0.3974
1.0,0.9753,0.914,1.0,0.8968,0.7417,0.5132
1.0,1.0,1.0,1.0,0.9976,0.9419,0.7497
1.0,0.9714,0.8763,1.0,0.9674,0.9101,0.8092
1.0,0.9615,0.8728,1.0,0.7465,0.5195,0.3179
0.8539,0.9625,0.8906,1.0,0.802,0.6059,0.3853
0.5296,0.7637,0.6214,0.5,0.5331,0.4185,0.2686
0.6992,0.9193,0.7893,1.0,0.5568,0.3639,0.212
1.0,0.9799,0.9224,1.0,0.9397,0.8234,0.6109
0.8688,0.9414,0.8164,1.0,0.7292,0.5331,0.3398
1.0,1.0,1.0,1.0,0.6723,0.4095,0.2262
0.7227,0.9505,0.8583,1.0,0.5955,0.3779,0.2162
0.8688,0.9838,0.9484,1.0,0.7084,0.4561,0.2609
0.7227,0.9279,0.7918,1.0,0.7003,0.5255,0.3384
0.8539,0.9461,0.8385,1.0,0.6838,0.4693,0.2835
0.8539,0.9582,0.8774,1.0,0.6643,0.4376,0.255
0.6844,0.898,0.7438,1.0,0.5698,0.3996,0.2431
0.8539,0.9349,0.8088,1.0,0.6602,0.458,0.2797
1.0,0.9781,0.9092,1.0,0.9562,0.846,0.6493
0.8539,0.9605,0.883,1.0,0.7771,0.5679,0.3539
1.0,0.9716,0.8866,1.0,0.9324,0.7979,0.5934
0.8688,0.953,0.8449,1.0,0.7821,0.5782,0.3717
0.8304,0.9477,0.8619,1.0,0.8258,0.7121,0.5036
1.0,0.9688,0.8928,1.0,0.7939,0.5673,0.352
1.0,0.964,0.8391,1.0,0.9756,0.9174,0.8181
0.8304,0.913,0.7607,1.0,0.6797,0.5146,0.3339
1.0,0.9548,0.8316,1.0,0.8908,0.7509,0.5677
1.0,0.9797,0.9333,1.0,0.6992,0.4483,0.2577
0.8304,0.9431,0.837,1.0,0.8224,0.8038,0.6796
0.8539,0.9195,0.7651,1.0,0.6316,0.4365,0.2706
0.6164,0.8316,0.6454,1.0,0.4703,0.3347,0.2035
1.0,0.9837,0.9288,1.0,0.9718,0.8642,0.6586
1.0,0.9799,0.9325,1.0,0.7478,0.5004,0.2943
0.8688,0.9715,0.9107,1.0,0.6848,0.4449,0.2572
0.8688,0.9838,0.9484,1.0,0.7084,0.4561,0.2609
1.0,0.9806,0.9184,1.0,0.9549,0.812,0.5889
1.0,0.9608,0.8628,1.0,0.8182,0.6147,0.4011
0.8688,0.9536,0.853,1.0,0.755,0.551,0.3472
0.8539,0.9491,0.8456,1.0,0.7499,0.5507,0.3473
0.8688,0.9531,0.8562,1.0,0.8201,0.6838,0.477
0.8688,0.9613,0.8742,1.0,0.747,0.5223,0.3193
1.0,0.9776,0.8996,1.0,0.9825,0.915,0.7695
0.8539,0.9503,0.8487,1.0,0.7539,0.5521,0.3476
1.0,0.9674,0.874,1.0,0.9012,0.7153,0.4938
0.8688,0.9581,0.8708,1.0,0.6592,0.4305,0.2519
1.0,0.9659,0.8827,1.0,0.8274,0.6281,0.4078
1.0,0.9713,0.8858,1.0,0.9413,0.8497,0.6766
0.8304,0.9197,0.7393,1.0,0.8111,0.7553,0.6507
0.8539,0.9642,0.8957,1.0,0.7567,0.5354,0.3252
0.786,0.8966,0.775,1.0,0.6047,0.4173,0.2489
1.0,1.0,1.0,1.0,0.7903,0.5217,0.3017
0.7227,0.9249,0.7901,1.0,0.7193,0.5796,0.392
1.0,1.0,1.0,1.0,0.8322,0.5695,0.3366
0.8539,0.9705,0.9151,1.0,0.6879,0.4488,0.2588
1.0,1.0,1.0,1.0,0.9976,0.9419,0.7497
0.8304,0.9522,0.856,1.0,0.8601,0.8487,0.7398
0.8304,0.9278,0.7815,1.0,0.7968,0.7535,0.6435
0.786,0.9068,0.81,1.0,0.5779,0.3786,0.2174
1.0,0.9656,0.873,1.0,0.8802,0.7132,0.4976
0.8539,0.9705,0.9151,1.0,0.6879,0.4488,0.2588
0.8539,0.9609,0.885,1.0,0.6119,0.3844,0.2183
0.8688,0.9758,0.925,1.0,0.6323,0.3917,0.2204
0.8304,0.9497,0.8755,1.0,0.7378,0.5316,0.3246
0.8688,0.9619,0.8746,1.0,0.8332,0.6522,0.4326
0.8539,0.9484,0.8486,1.0,0.6454,0.4275,0.2514
1.0,0.973,0.9086,1.0,0.8238,0.6107,0.386
0.8688,0.9896,0.9667,1.0,0.6559,0.4029,0.2242
0.8539,0.9471,0.8429,1.0,0.6858,0.4725,0.285
1.0,0.9931,0.9762,1.0,0.7247,0.4627,0.263
0.6164,0.8443,0.6764,1.0,0.5254,0.3884,0.2404
0.6548,0.8826,0.7417,1.0,0.5379,0.3608,0.2116
1.0,0.986,0.9526,1.0,0.8002,0.5535,0.3311
0.786,0.8959,0.769,1.0,0.637,0.4578,0.2808
1.0,0.9741,0.9026,1.0,0.8816,0.6905,0.4615
0.8539,0.9595,0.8802,1.0,0.711,0.4865,0.2901
0.8688,0.9569,0.8583,1.0,0.769,0.5525,0.3461
0.6399,0.8548,0.6772,1.0,0.5311,0.3863,0.239
0.6399,0.8807,0.7469,1.0,0.6302,0.4884,0.3109
0.3836,0.7374,0.5883,0.5,0.4815,0.3741,0.2362
0.6992,0.9103,0.7643,1.0,0.5417,0.3548,0.2086
1.0,0.9738,0.893,1.0,0.9428,0.7961,0.5776
0.6992,0.9236,0.7996,1.0,0.6139,0.4181,0.249
1.0,0.9896,0.9627,1.0,0.8402,0.5982,0.3645
1.0,0.9595,0.8612,1.0,0.7998,0.5855,0.3734
0.8688,0.9704,0.9056,1.0,0.6828,0.4417,0.2557
0.8688,0.974,0.9167,1.0,0.6895,0.446,0.2574
1.0,0.9507,0.8147,1.0,0.8942,0.7652,0.5881
0.8304,0.9329,0.8218,1.0,0.6303,0.4247,0.251
0.6164,0.8331,0.6394,1.0,0.527,0.4085,0.2642
0.8539,0.9519,0.8568,1.0,0.755,0.5567,0.3501
0.6164,0.8255,0.6311,1.0,0.4598,0.3294,0.2017
0.8304,0.9372,0.8357,1.0,0.6387,0.4295,0.2528
1.0,1.0,1.0,1.0,0.6723,0.4095,0.2262
0.786,0.927,0.8087,1.0,0.8126,0.7949,0.6738
0.8688,0.9705,0.904,1.0,0.7675,0.5353,0.3243
0.8688,0.9758,0.925,1.0,0.6323,0.3917,0.2204
0.8688,0.9896,0.9667,1.0,0.6559,0.4029,0.2242
0.8688,0.9537,0.8531,1.0,0.6965,0.4699,0.2827
0.786,0.9093,0.8121,1.0,0.6638,0.4747,0.2873
0.8304,0.9315,0.8074,1.0,0.792,0.7492,0.5981
1.0,1.0,1.0,1.0,0.6723,0.4095,0.2262
0.4704,0.8133,0.6103,1.0,0.506,0.4464,0.3124
1.0,0.9753,0.914,1.0,0.8312,0.6132,0.3865
1.0,1.0,1.0,1.0,0.6723,0.4095,0.2262
0.6399,0.8598,0.6837,1.0,0.5685,0.4258,0.2698
1.0,0.9663,0.8756,1.0,0.904,0.7869,0.5915
1.0,0.9972,0.9889,1.0,0.8591,0.6083,0.3681
0.5148,0.7536,0.6208,0.5,0.511,0.3865,0.2401
0.8539,0.9644,0.8955,1.0,0.7214,0.4918,0.292
1.0,1.0,1.0,1.0,0.6723,0.4095,0.2262
1.0,0.9716,0.8939,1.0,0.8654,0.66,0.4333
0.8304,0.9197,0.7681,1.0,0.7529,0.5952,0.4054
0.8539,0.9518,0.8524,1.0,0.7792,0.5865,0.3766
0.786,0.8965,0.7648,1.0,0.6969,0.5791,0.393
0.8688,0.9066,0.7108,1.0,0.7308,0.624,0.4889
0.8539,0.9517,0.8544,1.0,0.8153,0.6655,0.4544
1.0,0.9648,0.848,1.0,0.9669,0.8979,0.8033
0.786,0.9166,0.8339,1.0,0.7058,0.5226,0.3223
0.8539,0.9533,0.8382,1.0,0.8852,0.8446,0.712
0.786,0.893,0.7683,1.0,0.5543,0.3673,0.2136
0.6399,0.8564,0.6809,1.0,0.5593,0.4255,0.2706
1.0,0.9919,0.9669,1.0,0.9262,0.7279,0.4783
1.0,0.9768,0.9019,1.0,0.9704,0.911,0.8056
0.6548,0.914,0.8094,1.0,0.7463,0.7337,0.5789
0.8539,0.9705,0.9151,1.0,0.6879,0.4488,0.2588
0.8304,0.9227,0.7884,1.0,0.7165,0.5579,0.3671
1.0,0.9997,0.9987,1.0,0.9975,0.9412,0.749
1.0,0.9638,0.8748,1.0,0.7872,0.5551,0.3456
0.8539,0.9644,0.8974,1.0,0.8613,0.7321,0.512
1.0,0.9848,0.9478,1.0,0.7583,0.5057,0.2961
0.8304,0.9285,0.81,1.0,0.5712,0.3673,0.2126
0.8688,0.9784,0.9306,1.0,0.6979,0.4508,0.2591
0.8304,0.9206,0.7717,1.0,0.7652,0.6746,0.5081
1.0,0.9568,0.8472,1.0,0.8781,0.7729,0.5948
1.0,0.9739,0.8942,1.0,0.951,0.8461,0.6672
0.8304,0.9496,0.8734,1.0,0.6623,0.4407,0.2565
0.1461,0.5705,0.3646,0.25,0.2434,0.2688,0.2008
0.8539,0.9283,0.7734,1.0,0.7896,0.6745,0.5035
0.8539,0.9705,0.9151,1.0,0.6879,0.4488,0.2588
0.8688,0.9718,0.9093,1.0,0.7986,0.5775,0.3573
0.8688,0.9642,0.8857,1.0,0.7163,0.4847,0.2889
1.0,0.9862,0.9503,1.0,0.8013,0.5513,0.3298
0.2773,0.6917,0.5203,0.25,0.3781,0.4431,0.3586
1.0,0.972,0.8812,1.0,0.9638,0.8369,0.6324
0.8688,0.9715,0.9087,1.0,0.7314,0.4938,0.2923
0.7227,0.9566,0.8762,1.0,0.606,0.3832,0.2181
1.0,0.95,0.8306,1.0,0.8094,0.6245,0.4183
1.0,0.9851,0.9393,1.0,0.9394,0.7764,0.54
0.8304,0.9504,0.8783,1.0,0.7646,0.5703,0.3561
0.8539,0.9574,0.866,1.0,0.8706,0.772,0.575
0.5148,0.7554,0.6246,0.5,0.5147,0.3875,0.2403
1.0,0.9818,0.9377,1.0,0.8217,0.5884,0.361
