NDCG@5,NDCG,AP,RR,RBP_80,RBP_90,RBP_95
1.0,0.9777,0.9147,1.0,0.9064,0.7221,0.4872
1.0,0.9888,0.9594,1.0,0.8066,0.5551,0.3313
0.6844,0.8639,0.652,1.0,0.5227,0.3527,0.2201
1.0,0.9888,0.9617,1.0,0.7667,0.5105,0.2979
0.6164,0.8025,0.576,1.0,0.4379,0.3005,0.1857
0.8688,0.9804,0.9379,1.0,0.7503,0.5039,0.2959
0.8539,0.9187,0.7494,1.0,0.7344,0.5772,0.3987
0.8539,0.8438,0.55,1.0,0.6367,0.4969,0.3777
1.0,0.9483,0.8024,1.0,0.9154,0.7795,0.5932
1.0,0.9719,0.8902,1.0,0.9217,0.7298,0.4962
1.0,0.9921,0.9667,1.0,0.9424,0.7526,0.5019
0.8688,0.9442,0.7909,1.0,0.9129,0.8663,0.7207
0.6399,0.8776,0.7393,1.0,0.6034,0.4497,0.2794
0.5296,0.785,0.6782,0.5,0.5772,0.4427,0.2774
0.8539,0.9683,0.9094,1.0,0.7298,0.4966,0.2937
0.8688,0.9784,0.9306,1.0,0.6979,0.4508,0.2591
0.8688,0.9734,0.9166,1.0,0.8701,0.7008,0.4691
0.5148,0.7729,0.6568,0.5,0.5567,0.4354,0.2752
0.786,0.8618,0.674,1.0,0.5774,0.4118,0.2606
0.3836,0.7281,0.5605,0.5,0.4651,0.3624,0.2314
1.0,0.9651,0.8821,1.0,0.7586,0.522,0.3177
0.8688,0.9411,0.7995,1.0,0.8311,0.6947,0.5108
0.8539,0.9349,0.8088,1.0,0.6602,0.458,0.2797
1.0,0.9715,0.8815,1.0,0.9618,0.8315,0.6187
0.5531,0.8245,0.5712,1.0,0.4512,0.3125,0.2055
0.8688,0.8928,0.5932,1.0,0.8583,0.7844,0.6849
1.0,0.9857,0.9321,1.0,0.9942,0.9493,0.8146
1.0,0.9739,0.9123,1.0,0.7357,0.4922,0.2911
1.0,0.9788,0.9276,1.0,0.7462,0.4975,0.2929
0.4469,0.6504,0.4359,0.3333,0.3847,0.3326,0.2305
1.0,0.9347,0.7664,1.0,0.8524,0.6763,0.487
1.0,1.0,1.0,1.0,0.945,0.7458,0.4867
0.5296,0.7698,0.64,0.5,0.5452,0.4267,0.2718
0.786,0.8566,0.6804,1.0,0.5129,0.326,0.1919
1.0,1.0,1.0,1.0,0.7379,0.4686,0.2649
0.4704,0.7824,0.501,1.0,0.4549,0.4455,0.379
1.0,0.9963,0.9861,1.0,0.8238,0.5647,0.3348
1.0,1.0,1.0,1.0,0.9997,0.9775,0.8422
0.3392,0.7349,0.4489,1.0,0.3445,0.2763,0.195
0.786,0.9068,0.81,1.0,0.5779,0.3786,0.2174
0.8304,0.8636,0.6173,1.0,0.6339,0.4914,0.3526
1.0,0.955,0.832,1.0,0.8785,0.6887,0.4773
1.0,1.0,1.0,1.0,0.9976,0.9419,0.7497
1.0,0.9745,0.8958,1.0,0.9573,0.9052,0.8205
0.8539,0.9179,0.757,1.0,0.6649,0.471,0.2978
0.8688,0.9108,0.7221,1.0,0.7088,0.5065,0.3335
0.6608,0.7997,0.7143,0.5,0.6066,0.4551,0.2813
0.4852,0.8261,0.6393,1.0,0.4623,0.3329,0.2032
0.8539,0.8729,0.6124,1.0,0.7002,0.5865,0.4628
1.0,0.9691,0.896,1.0,0.8137,0.5641,0.3443
0.8688,0.9896,0.9667,1.0,0.6559,0.4029,0.2242
0.8688,0.9896,0.9667,1.0,0.6559,0.4029,0.2242
0.7227,0.9322,0.8105,1.0,0.6159,0.415,0.2475
0.8304,0.8676,0.6409,1.0,0.5908,0.4398,0.2998
0.3601,0.6714,0.4373,0.5,0.3749,0.3277,0.2329
