NDCG@5,NDCG,AP,RR,RBP_80,RBP_90,RBP_95
0.5531,0.8191,0.5467,1.0,0.5019,0.4488,0.3663
0.4913,0.7237,0.5325,0.5,0.4693,0.4026,0.2783
0.4913,0.729,0.5819,0.5,0.4786,0.3741,0.2362
0.214,0.6455,0.4252,0.5,0.3147,0.3141,0.2325
0.3392,0.7671,0.5306,1.0,0.3679,0.2887,0.1883
0.4852,0.8289,0.6428,1.0,0.5173,0.4108,0.2663
0.2773,0.6382,0.397,0.25,0.2768,0.3376,0.3032
0.6164,0.8256,0.584,1.0,0.5638,0.5256,0.4198
0.2773,0.7215,0.4847,0.25,0.3547,0.4378,0.4327
0.7227,0.8858,0.6576,1.0,0.6939,0.5612,0.4192
0.6608,0.8042,0.6326,0.5,0.6292,0.5606,0.4176
0.6992,0.8403,0.5304,1.0,0.6229,0.5334,0.4817
0.5087,0.8358,0.6369,1.0,0.5174,0.4045,0.2634
0.3156,0.6472,0.4393,0.3333,0.3593,0.3329,0.2377
0.5531,0.8631,0.6668,1.0,0.5319,0.4041,0.2623
0.5296,0.7355,0.5678,0.5,0.4723,0.3606,0.2301
0.8539,0.9128,0.7318,1.0,0.7338,0.5865,0.4139
0.5296,0.7485,0.5768,0.5,0.5056,0.3946,0.2582
0.4852,0.806,0.5806,1.0,0.4728,0.3796,0.2537
0.3452,0.6996,0.5327,0.5,0.4287,0.3544,0.2301
0.6164,0.8529,0.6917,1.0,0.5829,0.4648,0.3023
0.786,0.8664,0.6477,1.0,0.6745,0.5864,0.4552
0.7227,0.9087,0.7423,1.0,0.6105,0.4288,0.2684
0.3836,0.7571,0.4998,0.5,0.4574,0.454,0.4278
0.6992,0.8868,0.7066,1.0,0.5443,0.3796,0.235
0.8688,0.8403,0.499,1.0,0.6452,0.4931,0.4502
0.0,0.7342,0.493,0.1429,0.2022,0.3855,0.466
0.8304,0.9067,0.7478,1.0,0.6165,0.4378,0.2726
0.3836,0.7044,0.498,0.5,0.4185,0.3574,0.2463
0.3452,0.7058,0.5281,0.5,0.4397,0.3798,0.2558
0.4469,0.6981,0.4457,0.3333,0.3624,0.3889,0.3659
0.214,0.6854,0.4437,0.5,0.3247,0.3789,0.3336
0.1696,0.6247,0.4192,0.3333,0.3147,0.3211,0.2356
0.5296,0.7298,0.5722,0.5,0.4508,0.3257,0.2002
0.1312,0.5764,0.3918,0.2,0.2582,0.2832,0.207
0.6844,0.8722,0.6596,1.0,0.6307,0.5725,0.4489
0.5296,0.7492,0.5674,0.5,0.5086,0.417,0.2826
0.5296,0.8285,0.5964,0.5,0.6332,0.6302,0.5659
0.5296,0.752,0.6073,0.5,0.5032,0.3788,0.2369
0.214,0.6342,0.421,0.5,0.3148,0.2728,0.1839
0.5148,0.7449,0.5216,0.5,0.4874,0.4503,0.3484
0.6844,0.8659,0.6375,1.0,0.6341,0.5506,0.4206
0.4469,0.7944,0.5892,0.3333,0.5735,0.6019,0.5279
0.6548,0.8498,0.5684,1.0,0.6044,0.5804,0.5504
0.6164,0.854,0.6969,1.0,0.5842,0.4674,0.3037
0.0,0.5799,0.356,0.1667,0.1674,0.2761,0.2603
0.3836,0.7441,0.5876,0.5,0.4986,0.4055,0.2646
0.7227,0.9338,0.8143,1.0,0.5673,0.3629,0.2109
0.786,0.8633,0.6294,1.0,0.6858,0.6,0.4789
0.3601,0.7238,0.5261,0.5,0.4648,0.4198,0.3003
0.7227,0.9229,0.7889,1.0,0.5484,0.3528,0.2073
0.1696,0.6085,0.419,0.3333,0.3148,0.2798,0.187
0.1461,0.5829,0.3785,0.25,0.267,0.28,0.2046
0.1461,0.5993,0.3733,0.25,0.2348,0.3021,0.2569
0.6548,0.8642,0.6846,1.0,0.5731,0.4239,0.2686
0.3452,0.6638,0.4532,0.5,0.3614,0.3166,0.2163
0.3156,0.6568,0.4798,0.3333,0.3862,0.3344,0.223
0.5531,0.8592,0.6466,1.0,0.5276,0.3939,0.257
0.0,0.6796,0.4414,0.1667,0.1962,0.3417,0.3931
0.3452,0.6964,0.4786,0.5,0.404,0.3867,0.2881
0.2773,0.7088,0.4746,0.25,0.3458,0.4301,0.4126
0.3008,0.6459,0.418,0.3333,0.3086,0.3484,0.2875
0.3156,0.6623,0.4012,0.3333,0.2881,0.333,0.3246
0.4913,0.7257,0.5251,0.5,0.4689,0.4187,0.2992
0.3601,0.802,0.5303,0.5,0.4296,0.4839,0.5212
0.786,0.9,0.774,1.0,0.6881,0.5301,0.3411
0.6608,0.7975,0.5773,0.5,0.5953,0.5598,0.4636
0.6844,0.8815,0.7002,1.0,0.5389,0.3814,0.2363
0.5531,0.8312,0.5422,1.0,0.5417,0.5038,0.472
0.3008,0.6446,0.4503,0.3333,0.3552,0.3418,0.2429
0.6844,0.9182,0.7962,1.0,0.5599,0.3678,0.2137
0.5087,0.8157,0.5312,1.0,0.5338,0.5,0.4468
0.3601,0.7197,0.5478,0.5,0.4629,0.3899,0.2593
1.0,0.974,0.9167,1.0,0.6895,0.4409,0.2547
0.4852,0.809,0.5926,1.0,0.4606,0.3542,0.2281
0.4913,0.7926,0.5945,0.5,0.5895,0.5753,0.4685
0.4469,0.7456,0.6029,0.3333,0.539,0.5025,0.3612
0.6548,0.8272,0.5914,1.0,0.5271,0.4266,0.2994
0.5148,0.7172,0.4893,0.5,0.4432,0.3866,0.284
0.4469,0.7386,0.5621,0.3333,0.4691,0.5004,0.4025
1.0,0.961,0.8708,1.0,0.7537,0.512,0.3125
