NDCG@5,NDCG,AP,RR,RBP_80,RBP_90,RBP_95
0.0,0.4737,0.1456,0.1,0.0359,0.0811,0.1143
0.0,0.4487,0.1717,0.0769,0.0359,0.1029,0.1327
0.1696,0.5113,0.2305,0.3333,0.1636,0.1707,0.1498
0.0,0.4507,0.1868,0.0909,0.0467,0.1195,0.1395
0.3392,0.7258,0.4405,1.0,0.321,0.2422,0.1637
0.214,0.5357,0.2248,0.5,0.1819,0.1628,0.1447
0.1312,0.6074,0.3313,0.2,0.2806,0.3228,0.2654
0.214,0.5714,0.2018,0.5,0.2125,0.1988,0.1788
0.3008,0.5702,0.1796,0.3333,0.2387,0.2081,0.1685
0.214,0.5243,0.1636,0.5,0.1618,0.1089,0.1074
0.0,0.4894,0.1712,0.0833,0.0312,0.0879,0.1361
0.1461,0.5847,0.172,0.25,0.1797,0.1887,0.1753
0.3392,0.6578,0.3188,1.0,0.2557,0.2029,0.1609
0.0,0.4655,0.1988,0.1,0.0761,0.1452,0.1483
0.1461,0.4859,0.1933,0.25,0.1318,0.1522,0.1436
0.214,0.5638,0.2653,0.5,0.2361,0.1974,0.1525
0.1696,0.5455,0.205,0.3333,0.1898,0.186,0.1753
0.6164,0.7664,0.482,1.0,0.4405,0.322,0.2148
0.3392,0.7041,0.3854,1.0,0.3178,0.2576,0.1933
0.1312,0.4431,0.1621,0.2,0.0922,0.1136,0.1167
0.214,0.5885,0.2785,0.5,0.2735,0.2377,0.1837
0.4704,0.6751,0.2762,1.0,0.3638,0.2806,0.2228
0.3392,0.6124,0.2648,1.0,0.2071,0.1398,0.1224
0.5296,0.6408,0.2445,0.5,0.46,0.3261,0.2224
0.0,0.464,0.1876,0.1667,0.1225,0.1434,0.1315
0.0,0.608,0.1705,0.125,0.0434,0.0687,0.1042
0.1461,0.5907,0.1754,0.25,0.1757,0.1869,0.1794
0.3601,0.6451,0.3746,0.5,0.3725,0.2935,0.2011
0.0,0.4506,0.1691,0.1429,0.071,0.1191,0.1306
0.1312,0.4924,0.2061,0.2,0.1475,0.1696,0.1516
0.5531,0.679,0.2675,1.0,0.3887,0.2526,0.1843
0.3392,0.6294,0.237,1.0,0.2761,0.1996,0.1612
0.1312,0.4794,0.1993,0.2,0.1084,0.1498,0.1487
0.0,0.3862,0.1315,0.0833,0.0239,0.0703,0.0917
0.0,0.4395,0.176,0.125,0.0603,0.1165,0.1277
0.1312,0.5644,0.2234,0.2,0.1973,0.226,0.2085
0.7227,0.7953,0.4946,1.0,0.4973,0.3045,0.1993
0.0,0.5133,0.1321,0.0333,0.0004,0.0096,0.0368
0.3392,0.6195,0.2863,1.0,0.2048,0.1363,0.1178
0.5531,0.8238,0.5829,1.0,0.4165,0.2778,0.1768
0.0,0.4403,0.1332,0.0526,0.0069,0.0399,0.0874
0.214,0.5873,0.2307,0.5,0.2326,0.2001,0.192
0.3836,0.5904,0.1747,0.5,0.3234,0.238,0.164
0.1461,0.5506,0.1295,0.25,0.1062,0.0933,0.0873
0.3601,0.5681,0.2451,0.5,0.2652,0.188,0.15
0.1461,0.5512,0.2588,0.25,0.1754,0.211,0.2055
0.214,0.5476,0.2324,0.5,0.211,0.178,0.1489
0.1696,0.5109,0.2335,0.3333,0.1914,0.1727,0.1346
