NDCG@5,NDCG,AP,RR,RBP_80,RBP_90,RBP_95
0.8688,0.9621,0.8759,1.0,0.8507,0.6978,0.4813
1.0,0.9933,0.975,1.0,0.8171,0.5604,0.3332
0.8688,0.9578,0.869,1.0,0.66,0.4284,0.2507
1.0,1.0,1.0,1.0,0.7903,0.5217,0.3017
0.8539,0.952,0.86,1.0,0.5968,0.3754,0.2149
0.8539,0.9644,0.8955,1.0,0.7214,0.4918,0.292
1.0,0.9843,0.9403,1.0,0.8919,0.6867,0.4463
1.0,0.9379,0.7865,1.0,0.8363,0.6798,0.4829
1.0,0.9788,0.9078,1.0,0.9806,0.8615,0.6448
1.0,0.9934,0.9717,1.0,0.9534,0.778,0.5276
1.0,0.9891,0.9572,1.0,0.9281,0.7467,0.5012
0.8539,0.9397,0.7878,1.0,0.8618,0.8198,0.7087
0.8304,0.9453,0.8598,1.0,0.6958,0.4837,0.2897
1.0,0.9799,0.9325,1.0,0.7478,0.5004,0.2943
0.8688,0.9804,0.9379,1.0,0.7503,0.5039,0.2959
1.0,0.9877,0.9583,1.0,0.7143,0.4573,0.2611
1.0,0.9758,0.9085,1.0,0.8859,0.6943,0.4631
0.8688,0.9715,0.9087,1.0,0.7314,0.4938,0.2923
0.5531,0.8722,0.6808,1.0,0.5521,0.4122,0.2646
0.6164,0.8443,0.6764,1.0,0.5254,0.3884,0.2404
1.0,0.9789,0.926,1.0,0.7886,0.5393,0.3242
1.0,0.9912,0.9616,1.0,0.9615,0.8097,0.5684
0.8304,0.9404,0.8444,1.0,0.6854,0.4784,0.2879
1.0,0.9908,0.9579,1.0,0.9828,0.8762,0.6571
0.4704,0.7904,0.565,1.0,0.4293,0.3413,0.224
1.0,0.9288,0.7101,1.0,0.9139,0.8303,0.7502
1.0,0.9889,0.9461,1.0,0.9957,0.9549,0.8225
1.0,1.0,1.0,1.0,0.7903,0.5217,0.3017
0.8688,0.9731,0.9129,1.0,0.7352,0.4948,0.2924
0.786,0.8913,0.7566,1.0,0.6348,0.4484,0.2751
