NDCG@5,NDCG,AP,RR,RBP_80,RBP_90,RBP_95
0.8688,0.9369,0.799,1.0,0.7873,0.6461,0.4574
0.8539,0.9594,0.879,1.0,0.747,0.528,0.3222
0.8688,0.9715,0.9107,1.0,0.6848,0.4449,0.2572
1.0,0.9888,0.9617,1.0,0.7667,0.5105,0.2979
0.7227,0.9566,0.8762,1.0,0.606,0.3832,0.2181
1.0,0.9827,0.9405,1.0,0.755,0.4999,0.2933
1.0,0.9923,0.9688,1.0,0.9132,0.7017,0.4525
0.8304,0.8983,0.7033,1.0,0.7223,0.615,0.4612
0.786,0.9137,0.7735,1.0,0.791,0.7371,0.5929
0.8539,0.9175,0.7537,1.0,0.7395,0.6305,0.464
1.0,0.9931,0.9706,1.0,0.9424,0.7549,0.5037
1.0,0.9781,0.9049,1.0,0.9747,0.9136,0.7802
1.0,0.9666,0.8909,1.0,0.7206,0.4831,0.2877
1.0,0.9911,0.9683,1.0,0.7714,0.5116,0.2981
1.0,0.9621,0.8769,1.0,0.7129,0.4765,0.2847
0.8688,0.9838,0.9484,1.0,0.7084,0.4561,0.2609
0.8539,0.9473,0.8362,1.0,0.8085,0.6545,0.4484
0.7227,0.9375,0.8211,1.0,0.6664,0.465,0.2828
0.8688,0.9804,0.9379,1.0,0.7503,0.5039,0.2959
0.5296,0.7602,0.6256,0.5,0.5194,0.3856,0.239
1.0,0.9963,0.9861,1.0,0.8238,0.5647,0.3348
1.0,0.995,0.9777,1.0,0.9714,0.8206,0.5733
1.0,0.9951,0.9821,1.0,0.7798,0.5164,0.2998
1.0,0.9798,0.9126,1.0,0.9712,0.8489,0.6343
0.3836,0.7061,0.5142,0.5,0.4223,0.3408,0.224
0.8539,0.9475,0.7932,1.0,0.8855,0.875,0.825
1.0,0.977,0.9055,1.0,0.9586,0.908,0.7936
1.0,1.0,1.0,1.0,0.7903,0.5217,0.3017
0.8539,0.9644,0.8955,1.0,0.7214,0.4918,0.292
0.5296,0.766,0.625,0.5,0.5378,0.4196,0.2688
0.8688,0.9318,0.7701,1.0,0.8127,0.6725,0.4976
1.0,0.9799,0.9262,1.0,0.892,0.7052,0.4691
