NDCG@5,NDCG,AP,RR,RBP_80,RBP_90,RBP_95
0.6608,0.8637,0.8233,0.5,0.7605,0.6879,0.4832
1.0,0.986,0.9526,1.0,0.8002,0.5535,0.3311
1.0,0.9766,0.9242,1.0,0.6938,0.4444,0.2562
1.0,1.0,1.0,1.0,0.7903,0.5217,0.3017
0.6608,0.7678,0.6683,0.5,0.5143,0.3573,0.2111
1.0,0.9911,0.9683,1.0,0.7714,0.5116,0.2981
1.0,0.9821,0.9302,1.0,0.8922,0.6799,0.4419
0.8304,0.919,0.7575,1.0,0.7844,0.6585,0.4802
1.0,0.9924,0.9644,1.0,0.988,0.8914,0.6755
1.0,0.9981,0.9914,1.0,0.9609,0.7893,0.5342
1.0,0.9956,0.9812,1.0,0.9486,0.7608,0.5065
1.0,0.9796,0.9099,1.0,0.976,0.922,0.7846
0.8539,0.9683,0.9094,1.0,0.7298,0.4966,0.2937
1.0,1.0,1.0,1.0,0.7903,0.5217,0.3017
0.8688,0.9619,0.8806,1.0,0.7116,0.4836,0.2887
0.7227,0.9489,0.8552,1.0,0.6479,0.431,0.253
0.8304,0.9361,0.8252,1.0,0.7839,0.6514,0.4493
0.8688,0.9652,0.8917,1.0,0.7183,0.4879,0.2903
1.0,0.9951,0.9821,1.0,0.7798,0.5164,0.2998
0.6992,0.9182,0.7847,1.0,0.6034,0.4128,0.2471
0.7227,0.9425,0.8386,1.0,0.7083,0.5128,0.3177
1.0,0.9973,0.9877,1.0,0.9733,0.8261,0.5776
1.0,1.0,1.0,1.0,0.7903,0.5217,0.3017
1.0,0.9928,0.9667,1.0,0.9868,0.8828,0.6609
0.4913,0.729,0.5819,0.5,0.4786,0.3741,0.2362
1.0,0.9505,0.7936,1.0,0.9185,0.8767,0.8145
0.6608,0.9228,0.9071,0.5,0.7998,0.8818,0.8107
1.0,1.0,1.0,1.0,0.7903,0.5217,0.3017
0.6608,0.7997,0.7143,0.5,0.6066,0.4551,0.2813
1.0,0.9621,0.8769,1.0,0.7129,0.4765,0.2847
1.0,0.9709,0.8912,1.0,0.9062,0.7612,0.5448
1.0,0.9962,0.9838,1.0,0.9366,0.7373,0.4826
1.0,1.0,1.0,1.0,0.7903,0.5217,0.3017
0.8688,0.9818,0.9429,1.0,0.6428,0.397,0.2222
1.0,0.9797,0.9333,1.0,0.6992,0.4483,0.2577
0.8539,0.9232,0.7623,1.0,0.7651,0.6503,0.4835
1.0,1.0,1.0,1.0,0.8322,0.5695,0.3366
