loss_type,lr,threshold,reg,fold,frac,emb_size,NDCG@5,NDCG,RR,AP,RBP_80,RBP_90,RBP_95
rbp_95,0.001,4,0,1,5.0,32,0.6431,0.7919,0.8697,0.5695,0.4951,0.3408,0.2202
rbp_80,0.01,4,0,1,5.0,32,0.6495,0.7952,0.8768,0.5737,0.498,0.3416,0.2204
rbp_90,0.01,4,0,1,5.0,32,0.6477,0.7941,0.8740000000000001,0.5726,0.4974,0.3417,0.2205
rbp_95,0.01,4,0,1,5.0,32,0.6477,0.7941,0.8740000000000001,0.5726,0.4974,0.3417,0.2205
rbp_80,0.1,4,0,1,5.0,32,0.6471,0.7945,0.8779,0.5718,0.4954,0.3401,0.2199
rbp_90,0.1,4,0,1,5.0,32,0.6471,0.7945,0.8779,0.5718,0.4954,0.3401,0.2199
rbp_95,0.1,4,0,1,5.0,32,0.6471,0.7945,0.8779,0.5718,0.4954,0.3401,0.2199
rbp_80,1.0,4,0,1,5.0,32,0.2933,0.6145,0.4296,0.3617,0.2922,0.2551,0.191
rbp_90,1.0,4,0,1,5.0,32,0.2933,0.6145,0.4296,0.3617,0.2922,0.2551,0.191
rbp_95,1.0,4,0,1,5.0,32,0.2933,0.6145,0.4296,0.3617,0.2922,0.2551,0.191
rbp_80,3.0,4,0,1,5.0,32,0.3226,0.6147,0.574,0.3301,0.2722,0.2202,0.1692
rbp_90,3.0,4,0,1,5.0,32,0.3225,0.6147,0.5738,0.3301,0.2722,0.2202,0.1692
rbp_95,3.0,4,0,1,5.0,32,0.3225,0.6147,0.5738,0.3301,0.2722,0.2202,0.1692
rbp_80,10.0,4,0,1,5.0,32,0.27899999999999997,0.5904,0.5078,0.3045,0.2484,0.2098,0.1645
rbp_90,10.0,4,0,1,5.0,32,0.27899999999999997,0.5903,0.5076,0.3045,0.2484,0.2098,0.1645
rbp_95,10.0,4,0,1,5.0,32,0.27899999999999997,0.5903,0.5076,0.3045,0.2484,0.2098,0.1645
ap,0.001,4,0,1,5.0,32,0.1968,0.5426,0.4175,0.251,0.1863,0.1736,0.1487
ap,0.01,4,0,1,5.0,32,0.5862,0.7659,0.8277,0.5322,0.4554,0.3221,0.2149
ap,0.1,4,0,1,5.0,32,0.6318,0.7917,0.8706,0.5667,0.4861,0.3383,0.2218
ap,1.0,4,0,1,5.0,32,0.6299,0.7907,0.8685,0.5654,0.4856,0.33799999999999997,0.2216
ap,10.0,4,0,1,5.0,32,0.5710000000000001,0.7559999999999999,0.8336,0.5099,0.439,0.3094,0.2081
ap,3.0,4,0,1,5.0,32,0.6249,0.7873,0.8674,0.5594,0.4808,0.3348,0.22
rr,0.001,4,0,1,5.0,32,0.1676,0.5267,0.3678,0.237,0.1665,0.1628,0.1439
rr,0.1,4,0,1,5.0,32,0.2586,0.5736,0.5398,0.2752,0.2168,0.1812,0.1484
rr,1.0,4,0,1,5.0,32,0.2718,0.5813,0.5664,0.2812,0.2244,0.1842,0.1494
rr,0.01,4,0,1,5.0,32,0.1987,0.5432,0.4357,0.2494,0.1832,0.1686,0.1452
rr,3.0,4,0,1,5.0,32,0.2879,0.5896,0.5870000000000001,0.2893,0.2345,0.18899999999999997,0.1511
rr,10.0,4,0,1,5.0,32,0.2985,0.5954,0.5966,0.29600000000000004,0.2421,0.193,0.1525
dcg,0.01,4,0,2,1.0,32,0.5202,0.784,0.7325,0.6021,0.4801,0.3811,0.2561
ndcg_5,0.01,4,0,2,1.0,32,0.5202,0.784,0.7325,0.6021,0.4801,0.3811,0.2561
dcg,0.001,4,0,2,1.0,32,0.5025,0.773,0.7024,0.5901,0.4704,0.3776,0.255
ndcg_5,0.001,4,0,2,1.0,32,0.5025,0.773,0.7024,0.59,0.4704,0.3776,0.255
dcg,0.1,4,0,2,1.0,32,0.7559,0.897,0.9368,0.7657,0.6147,0.4379,0.2757
ndcg_5,0.1,4,0,2,1.0,32,0.7559,0.897,0.9368,0.7657,0.6147,0.4379,0.2757
dcg,1.0,4,0,2,1.0,32,0.7631,0.9007,0.9424,0.7722,0.6204,0.4411,0.2771
ndcg_5,1.0,4,0,2,1.0,32,0.7631,0.9007,0.9424,0.7722,0.6204,0.4411,0.2771
dcg,3.0,4,0,2,1.0,32,0.7634,0.9012,0.9428,0.7731,0.621,0.4416,0.2773
ndcg_5,3.0,4,0,2,1.0,32,0.764,0.9009,0.9434,0.772,0.6202,0.4408,0.2769
dcg,10.0,4,0,2,1.0,32,0.7643,0.9014,0.9425,0.7738,0.6216,0.4418,0.2774
ndcg_5,10.0,4,0,2,1.0,32,0.7649,0.9012,0.9426,0.7732,0.6213,0.4416,0.2773
ap,0.001,4,0,2,1.0,32,0.5015,0.7725,0.7011,0.5894,0.47,0.3775,0.2549
ap,0.01,4,0,2,1.0,32,0.5145,0.7803,0.7242,0.598,0.4776,0.3806,0.2561
ap,1.0,4,0,2,1.0,32,0.7645,0.9005,0.9434,0.7713,0.62,0.4407,0.2769
ap,0.1,4,0,2,1.0,32,0.7490000000000001,0.8928,0.9252,0.7615,0.6122,0.4378,0.2759
ap,3.0,4,0,2,1.0,32,0.7647,0.9006,0.9425,0.7719,0.6203,0.4411,0.2771
ap,10.0,4,0,2,1.0,32,0.7643,0.9007,0.943,0.7722,0.6206,0.4413,0.2772
rbp_80,0.001,4,0,2,1.0,32,0.7701,0.8994,0.9424,0.7685,0.6178,0.4377,0.2753
rbp_90,0.001,4,0,2,1.0,32,0.7559,0.8954,0.9279999999999999,0.7668,0.6161,0.4396,0.2766
rbp_95,0.001,4,0,2,1.0,32,0.7559,0.8954,0.9279999999999999,0.7668,0.6161,0.4396,0.2766
rbp_80,0.01,4,0,2,1.0,32,0.7712,0.8997,0.9431,0.769,0.6182,0.4379,0.2754
rbp_90,0.01,4,0,2,1.0,32,0.7712,0.8997,0.9431,0.769,0.6182,0.4379,0.2754
rbp_95,0.01,4,0,2,1.0,32,0.7712,0.8997,0.9431,0.769,0.6182,0.4379,0.2754
rbp_80,0.1,4,0,2,1.0,32,0.7757,0.9025,0.9494,0.7726,0.6214,0.4394,0.2759
rbp_90,0.1,4,0,2,1.0,32,0.7757,0.9025,0.9494,0.7726,0.6214,0.4394,0.2759
rbp_95,0.1,4,0,2,1.0,32,0.7757,0.9025,0.9494,0.7726,0.6214,0.4394,0.2759
rbp_80,1.0,4,0,2,1.0,32,0.7,0.8664,0.8611,0.7288,0.5865,0.4286,0.2732
rbp_90,1.0,4,0,2,1.0,32,0.7,0.8664,0.8611,0.7288,0.5865,0.4286,0.2732
rbp_95,1.0,4,0,2,1.0,32,0.7,0.8664,0.8611,0.7288,0.5865,0.4286,0.2732
rbp_80,3.0,4,0,2,1.0,32,0.6242,0.8243,0.7371,0.682,0.5478,0.4151,0.2689
rbp_90,3.0,4,0,2,1.0,32,0.6242,0.8243,0.7371,0.682,0.5478,0.4151,0.2689
rbp_95,3.0,4,0,2,1.0,32,0.6242,0.8243,0.7371,0.682,0.5478,0.4151,0.2689
rbp_80,10.0,4,0,2,1.0,32,0.5882,0.8167,0.8078,0.6438,0.5189,0.3975,0.2619
rbp_90,10.0,4,0,2,1.0,32,0.5882,0.8167,0.8078,0.6438,0.5189,0.3975,0.2619
rbp_95,10.0,4,0,2,1.0,32,0.5879,0.8167,0.8079,0.6438,0.5188,0.3975,0.2619
rr,0.001,4,0,2,1.0,32,0.5008,0.772,0.6999,0.5888,0.4694,0.3772,0.2549
rr,0.01,4,0,2,1.0,32,0.5018,0.7726,0.7021,0.5893,0.4698,0.3773,0.2549
rr,0.1,4,0,2,1.0,32,0.5363,0.7926,0.7822,0.6033,0.4832,0.3798,0.2551
rr,1.0,4,0,2,1.0,32,0.5582,0.8048,0.8218,0.6139,0.4929,0.3822,0.2556
rr,3.0,4,0,2,1.0,32,0.563,0.8058,0.8167,0.6171,0.4961,0.3837,0.2561
rr,10.0,4,0,2,1.0,32,0.5710000000000001,0.8097,0.8281,0.6209,0.4997,0.3849,0.2565
dcg,0.001,4,0,2,2.0,32,0.3373,0.669,0.5628,0.4268,0.3292,0.29100000000000004,0.2166
ndcg_5,0.001,4,0,2,2.0,32,0.3373,0.669,0.5628,0.4268,0.3291,0.29100000000000004,0.2166
dcg,0.01,4,0,2,2.0,32,0.3638,0.6839,0.6032,0.4424,0.3444,0.2974,0.2188
ndcg_5,0.01,4,0,2,2.0,32,0.3638,0.6839,0.6032,0.4424,0.3444,0.2974,0.2188
dcg,0.1,4,0,2,2.0,32,0.6902,0.8485,0.9049,0.6684,0.5464,0.3914,0.254
ndcg_5,0.1,4,0,2,2.0,32,0.6902,0.8485,0.9049,0.6684,0.5464,0.3914,0.254
dcg,1.0,4,0,2,2.0,32,0.7049,0.8572,0.9133,0.6843,0.5593,0.3998,0.258
ndcg_5,1.0,4,0,2,2.0,32,0.7052,0.8569,0.9128,0.684,0.5591,0.3996,0.2579
dcg,3.0,4,0,2,2.0,32,0.7052,0.8577,0.9155,0.6846,0.5595,0.4001,0.2582
ndcg_5,3.0,4,0,2,2.0,32,0.7056,0.8572,0.9139,0.6842,0.5594,0.3997,0.258
dcg,10.0,4,0,2,2.0,32,0.7054,0.8584,0.9169,0.6857,0.5599,0.4004,0.2584
ndcg_5,10.0,4,0,2,2.0,32,0.7059,0.8577,0.9161,0.6847,0.5595,0.3999,0.2581
ap,0.001,4,0,2,2.0,32,0.3397,0.6701,0.5656,0.428,0.3305,0.2917,0.2169
ap,0.01,4,0,2,2.0,32,0.4606,0.733,0.7319,0.4972,0.4019,0.32299999999999995,0.2284
ap,0.1,4,0,2,2.0,32,0.7055,0.8556,0.9146,0.6802,0.5574,0.3975,0.2566
ap,1.0,4,0,2,2.0,32,0.7082,0.8590000000000001,0.9184,0.6862,0.561,0.4002,0.258
ap,3.0,4,0,2,2.0,32,0.7081,0.8588,0.9182,0.6859999999999999,0.5607,0.4003,0.2582
ap,10.0,4,0,2,2.0,32,0.7067,0.8593,0.9202,0.6861,0.5605,0.4003,0.2582
rbp_80,0.001,4,0,2,2.0,32,0.7089,0.8517,0.9101,0.6747,0.5557,0.39399999999999996,0.2543
rbp_90,0.001,4,0,2,2.0,32,0.7089,0.8517,0.9101,0.6747,0.5557,0.39399999999999996,0.2543
rbp_95,0.001,4,0,2,2.0,32,0.7089,0.8517,0.9101,0.6747,0.5557,0.39399999999999996,0.2543
rbp_80,0.01,4,0,2,2.0,32,0.7202,0.8566,0.9162,0.6825,0.562,0.3968,0.2553
rbp_90,0.01,4,0,2,2.0,32,0.7202,0.8566,0.9162,0.6825,0.562,0.3968,0.2553
rbp_95,0.01,4,0,2,2.0,32,0.72,0.8564,0.9159999999999999,0.6824,0.562,0.3968,0.2553
rbp_80,1.0,4,0,2,2.0,32,0.5458,0.7763,0.7431,0.5781,0.4712,0.3642,0.24600000000000002
rbp_90,1.0,4,0,2,2.0,32,0.5458,0.7763,0.7431,0.5781,0.4712,0.3642,0.24600000000000002
rbp_95,1.0,4,0,2,2.0,32,0.5458,0.7763,0.7431,0.5781,0.4712,0.3642,0.24600000000000002
rbp_80,0.1,4,0,2,2.0,32,0.7277,0.8608,0.9229,0.6888,0.5666,0.3986,0.2559
rbp_90,0.1,4,0,2,2.0,32,0.7273,0.8605,0.9236,0.6883,0.5663,0.3986,0.2559
rbp_95,0.1,4,0,2,2.0,32,0.7273,0.8605,0.9236,0.6883,0.5663,0.3986,0.2559
rbp_80,3.0,4,0,2,2.0,32,0.5431,0.7703,0.7066,0.5747,0.4684,0.3626,0.2451
rbp_90,3.0,4,0,2,2.0,32,0.5431,0.7703,0.7066,0.5747,0.4684,0.3626,0.2451
rbp_95,3.0,4,0,2,2.0,32,0.5431,0.7703,0.7066,0.5747,0.4684,0.3626,0.2451
rbp_80,10.0,4,0,2,2.0,32,0.4301,0.7154,0.6793,0.4788,0.384,0.3151,0.2254
rbp_90,10.0,4,0,2,2.0,32,0.4301,0.7154,0.6793,0.4788,0.384,0.3151,0.2254
rbp_95,10.0,4,0,2,2.0,32,0.4301,0.7154,0.6793,0.4788,0.384,0.3151,0.2254
rr,0.001,4,0,2,2.0,32,0.3352,0.6681,0.5606,0.4258,0.32799999999999996,0.2905,0.2164
rr,0.01,4,0,2,2.0,32,0.3372,0.669,0.564,0.4265,0.3288,0.2907,0.2165
rr,1.0,4,0,2,2.0,32,0.4217,0.7123,0.7229,0.4614,0.368,0.3008,0.2182
rr,3.0,4,0,2,2.0,32,0.4327,0.7171,0.7287,0.46799999999999997,0.3744,0.3036,0.2191
rr,0.1,4,0,2,2.0,32,0.4095,0.7057,0.7026,0.4555,0.3615,0.2991,0.2179
rr,10.0,4,0,2,2.0,32,0.4387,0.7190000000000001,0.7321,0.47,0.3775,0.3049,0.2196
ap,0.001,4,0,2,5.0,32,0.1951,0.5427,0.414,0.2518,0.1857,0.1737,0.1489
ap,0.01,4,0,2,5.0,32,0.5809,0.7632,0.8242,0.5284,0.4517,0.3204,0.2142
ap,0.1,4,0,2,5.0,32,0.6325,0.7923,0.8735,0.5669,0.4869,0.3387,0.222
ap,1.0,4,0,2,5.0,32,0.6323,0.7921,0.8731,0.5664,0.4864,0.3383,0.2219
ap,3.0,4,0,2,5.0,32,0.6248,0.7881,0.8693,0.56,0.4815,0.3353,0.2203
ap,10.0,4,0,2,5.0,32,0.5732,0.7583,0.8374,0.5136,0.442,0.3117,0.2094
rr,0.001,4,0,2,5.0,32,0.1667,0.5272,0.3677,0.2378,0.1665,0.1632,0.1441
rr,0.01,4,0,2,5.0,32,0.2011,0.5451,0.4425,0.251,0.1843,0.1692,0.1455
rr,0.1,4,0,2,5.0,32,0.2592,0.5742,0.5435,0.2752,0.2172,0.1812,0.1484
rr,1.0,4,0,2,5.0,32,0.2735,0.5823,0.5655,0.2828,0.2261,0.1854,0.1499
rr,3.0,4,0,2,5.0,32,0.2937,0.5925,0.5921,0.293,0.2376,0.1905,0.1518
dcg,0.001,4,0,2,5.0,32,0.1674,0.5275,0.3679,0.2382,0.1672,0.1636,0.1444
ndcg_5,0.001,4,0,2,5.0,32,0.1674,0.5275,0.3677,0.2382,0.1672,0.1637,0.1444
rr,10.0,4,0,2,5.0,32,0.2966,0.5944,0.5933,0.2952,0.2402,0.1917,0.1521
dcg,0.01,4,0,2,5.0,32,0.1932,0.5429999999999999,0.4107,0.2525,0.184,0.1722,0.1479
ndcg_5,0.01,4,0,2,5.0,32,0.1932,0.5429999999999999,0.4107,0.2525,0.184,0.1722,0.1479
dcg,0.1,4,0,2,5.0,32,0.5861,0.7651,0.8326,0.5274,0.45399999999999996,0.3191,0.212
ndcg_5,0.1,4,0,2,5.0,32,0.5861,0.7651,0.8326,0.5274,0.45399999999999996,0.3191,0.212
dcg,1.0,4,0,2,5.0,32,0.6186,0.7861,0.865,0.5579,0.4773,0.3343,0.2208
ndcg_5,1.0,4,0,2,5.0,32,0.6191,0.7859999999999999,0.863,0.5584,0.4778,0.3347,0.2209
dcg,3.0,4,0,2,5.0,32,0.6182,0.7862,0.8646,0.5582,0.4775,0.3345,0.2209
ndcg_5,3.0,4,0,2,5.0,32,0.6187,0.7861,0.8636,0.5584,0.4777,0.3347,0.2209
dcg,10.0,4,0,2,5.0,32,0.6177,0.7856,0.8678,0.5556,0.4749,0.3329,0.2204
ndcg_5,10.0,4,0,2,5.0,32,0.618,0.7854,0.8662,0.5559,0.4755,0.3333,0.2205
rbp_80,0.001,4,0,2,5.0,32,0.6417,0.7909999999999999,0.8699,0.5676,0.4942,0.34,0.2197
rbp_90,0.001,4,0,2,5.0,32,0.6417,0.7909999999999999,0.8699,0.5676,0.4942,0.34,0.2197
rbp_95,0.001,4,0,2,5.0,32,0.6417,0.7909999999999999,0.8699,0.5676,0.4942,0.34,0.2197
rbp_80,0.01,4,0,2,5.0,32,0.6481,0.7944,0.8778,0.5718,0.4971,0.3408,0.2199
rbp_90,0.01,4,0,2,5.0,32,0.6478,0.7942,0.8777,0.5716,0.4971,0.3409,0.22
rbp_95,0.01,4,0,2,5.0,32,0.6458,0.7929999999999999,0.8744,0.5704,0.4963,0.3408,0.22
rbp_80,0.1,4,0,2,5.0,32,0.649,0.7955,0.8815,0.5725,0.4963,0.3399,0.2196
rbp_90,0.1,4,0,2,5.0,32,0.649,0.7955,0.8815,0.5725,0.4963,0.3399,0.2196
rbp_95,0.1,4,0,2,5.0,32,0.6385,0.7898,0.8662,0.5665,0.4924,0.3394,0.2197
rbp_80,1.0,4,0,2,5.0,32,0.2803,0.6086,0.4176,0.3547,0.2845,0.2513,0.1896
rbp_90,1.0,4,0,2,5.0,32,0.2803,0.6086,0.4176,0.3547,0.2845,0.2513,0.1896
rbp_95,1.0,4,0,2,5.0,32,0.2803,0.6086,0.4176,0.3547,0.2845,0.2513,0.1896
rbp_80,3.0,4,0,2,5.0,32,0.3285,0.6176,0.5798,0.33299999999999996,0.276,0.2223,0.1703
rbp_90,3.0,4,0,2,5.0,32,0.3285,0.6176,0.5798,0.33299999999999996,0.276,0.2223,0.1703
rbp_95,3.0,4,0,2,5.0,32,0.3285,0.6176,0.5798,0.33299999999999996,0.276,0.2223,0.1703
rbp_80,10.0,4,0,2,5.0,32,0.2768,0.5894,0.5052,0.3033,0.2473,0.2092,0.1643
rbp_90,10.0,4,0,2,5.0,32,0.2768,0.5893,0.5048,0.3032,0.2473,0.2092,0.1643
rbp_95,10.0,4,0,2,5.0,32,0.2768,0.5893,0.5045,0.3031,0.2473,0.2092,0.1643
